TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,90,Special Offer! Lustrous Mystery Chest Bundle,,,,
,91,Special Offer! Lustrous Mystery Chest,,,,
,92,Special Offer! Lustrous Mystery Chest Bundle,,,,
,93,Special Offer! Lustrous Mystery Chest,,,,
,94,Special Offer! Lustrous Mystery Chest Bundle,,,,
,95,Special Offer! Lustrous Mystery Chest,,,,
,96,Special Offer! Lustrous Mystery Chest Bundle,,,,
,97,Special Offer! Nightrider Mystery Chest Bundle,,,,
,98,Special Offer! Nightrider Mystery Chest,,,,
,99,BONUS! Nightrider Chest Bundle + 2 FREE chests!,,,,
,100,BONUS! Frostbreath Chest Bundle + 2 FREE chests!,,,,
,102,BONUS! Super Knowledge Elixir Set,,,,
,103,DISCOUNT! Frostbreath Bundle,,,,
,104,FREE Super Combo Elixir!,,,,
,105,FREE Super Combo Elixir!,,,,
,106,FREE Super Combo Elixir!,,,,
,107,FREE Super Combo Elixir!,,,,
,108,FREE Super Combo Elixir!,,,,
,110,Yuletide Present,,,,
,111,Yuletide Gift,,,,
,130,Free Heroic Combination Elixir!,,,,
,131,Bespoke Yuletide Gift,,,,
,132,Bespoke Yuletide Present,,,,
,133,Bespoke Yuletide Present,,,,
,134,Bespoke Yuletide Present,,,,
,135,Bespoke Yuletide Present,,,,
,136,Bespoke Yuletide Present,,,,
,137,Bespoke Yuletide Present,,,,
,138,Bespoke Yuletide Present,,,,
,139,Bespoke Yuletide Present,,,,
,140,Bespoke Yuletide Present,,,,
,141,Bespoke Yuletide Present,,,,
,142,Bespoke Yuletide Present,,,,
,112,Rimebound Gift,,,,
,113,Rimebound Present,,,,
,114,Rimebound Present,,,,
,115,Rimebound Present,,,,
,116,Rimebound Present,,,,
,117,Rimebound Present,,,,
,118,Rimebound Present,,,,
,119,Rimebound Present,,,,
,120,Rimebound Present,,,,
,121,Rimebound Present,,,,
,122,SALE! Health Sigil Set,,,,
,123,SALE! Energy Sigil Set,,,,
,124,Free Health Sigil,,,,
,125,Free Energy Sigil,,,,
,127,2x Super Combo Elixirs,,,,
,128,3x Super Combo Elixirs,,,,
,129,3x Super Combo Elixirs,,,,
,143,Yuletide Offer - Snowstorm Mystery Chest Bundles,,,,
,144,Three Free Heroic Combos,,,,
