TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,83,Smoke Bomb,,,,
,84,Freeze,,,,
,85,Shield Bash,,,,
,86,Play Dead,,,,
,87,Lure of Magic,,,,
,88,Lure of Soldiers,,,,
,89,Lure of Assassins,,,,
,90,Lure of Giants,,,,
,91,Abundant Aura,,,,
,92,Protection of the Forest,,,,
,93,Stun,,,,
,94,Ward of Assassins,,,,
,95,Ward of Giants,,,,
,96,Ward of Fire,,,,
,97,Ward of Ice,,,,
,98,Ward of Magic,,,,
,99,Conceal,,,,
,100,Enduring Guard,,,,
,101,Ward of Soldiers,,,,
,102,Offhand Damage Shield,,,,
,103,Offhand Magic Damage Shield,,,,
,104,Offhand Ice Damage Shield,,,,
,105,Fire Immunity,,,,
,106,Ice Immunity,,,,
,107,Magic Immunity,,,,
,108,Slashing Immunity,,,,
,109,Piercing Immunity,,,,
,110,Crushing Immunity,,,,
,111,Lifeforce Potion,,,,
,112,Haste Scroll,,,,
,113,Blizzard Scroll,,,,
,114,Barrier Scroll,,,,
,115,Health Regen Boost Helm,,,,
,116,Energy Regen Boost Helm,,,,
,117,Health Regen Boost Ring,,,,
,118,Energy Regen Boost Ring,,,,
,119,Health Regen Boost Bracelet,,,,
,120,Energy Regen Boost Bracelet,,,,
,121,Carpet Movement Boost,,,,
,122,Gastons Pie,,,,
,123,Health Regen Boost Broom,,,,
,124,Energy Regen Boost Broom,,,,
,125,Broom Camouflage,,,,
,126,Broom Movement Boost,,,,
,127,Cloud Movement Boost,,,,
,128,Offhand Damage Shield Perm,,,,
,129,Offhand Natural Healing Boost,,,,
,130,Offhand Natural Recharge Boost,,,,
,131,Rescue,,,,
,132,Skewer,,,,
,133,Rupture,,,,
,134,Shatter,,,,
,135,Shield Wall,,,,
,136,Sharpen Weapons,,,,
,137,Riposte,,,,
,138,Expose Weakness,,,,
,139,Frostbite,,,,
,140,Bless,,,,
,141,Stinging Swarm,,,,
,142,Ice Attunement,,,,
,143,Fire Attunement,,,,
,144,Trip,,,,
,145,Defensive Formation,,,,
,146,Sanctuary,,,,
,147,Longshot,,,,
,148,Dragonstaff Movement Boost,,,,
,149,Dragonstaff Health Regen,,,,
,150,Dragonstaff Energy Regen,,,,
,151,Flame Bolt,,,,
,152,Dragon Breath,,,,
,153,Dragonstaff Camouflage,,,,
,154,Serpentstaff Movement Boost,,,,
,155,Serpentstaff Camouflage,,,,
,156,Fellspine Camouflage Boost,,,,
,157,Fellspine Movement Boost,,,,
,158,Health Regen Boost Mount,,,,
,159,Energy Regen Boost Mount,,,,
,160,Energy Regen Demonstaff,,,,
,161,Spectral Attack Boost,,,,
,162,Spectral Defence Boost,,,,
,163,Ability boost Potion,,,,
,164,Fishing Exp Boost Elixir,,,,
,165,Fishing Exp Boost Potion,,,,
,2001,Dark Abundance,,,,
,2002,Serrated Arrow,,,,
,2003,Flame Cloak,,,,
,2004,Power Boost,,,,
,2005,Power Well,,,,
,2006,Quick Reactions,,,,
,2007,Berserker Rage,,,,
,2008,Earthen Bonds,,,,
,2009,Buffeting Gale,,,,
,2010,Flame Hex,,,,
,2011,Frost Hex,,,,
,2012,Wild Embrace,,,,
,2013,Apply Toxins,,,,
,2014,Guardian Stance,,,,
,2015,Swiftness,,,,
,2016,Lacerate,,,,
,2017,Shield of Earth,,,,
,2018,Enhanced Precision,,,,
,2019,Choking Vines,,,,
,2020,Dragon Fire,,,,
,2021,Throw Dirt,,,,
,2022,Immolate,,,,
,2023,Soldiers Hex,,,,
,2024,Deep Wound,,,,
,2025,Dark Veil,,,,
,2026,Counter Stance,,,,
,2027,Unnatural Life,,,,
,2028,Fetter,,,,
,2029,Icy Gaze,,,,
,2030,Terrifying Gaze,,,,
,2031,Accursed Gaze,,,,
,2032,Bonds of Clay,,,,
,2033,Mist Form,,,,
,2034,Sickly Pallor,,,,
,2035,Feast of Flesh,,,,
,2036,Call of the Wilds,,,,
,2037,Untamed Growth,,,,
,2038,Soul Bleed,,,,
,2039,Deluge,,,,
,2040,Double Strike,,,,
,2041,Degenerate,,,,
,2042,Burning Touch,,,,
,2043,Magma Shield,,,,
,2044,Fetter,,,,
,2045,Shielding,,,,
,2046,Mesmerise,,,,
,2047,Oppresive Gaze,,,,
,2048,Natural Regeneration,,,,
,2049,Oakheart Regeneration,,,,
,2050,Hidden,,,,
,2051,Curse of Fire,,,,
,2052,Shadow Barrier,,,,
,2053,Dark Dust,,,,
,2054,Cloak of Thorns,,,,
,2055,Coral Barrier,,,,
,2056,OVERWRITE,,,,
,2057,OVERWRITE,,,,
,2058,Binding Thistles,,,,
,2059,Trappers Net,,,,
,2060,Tangling Roses,,,,
,2061,Venom Blade,,,,
,2062,OVERWRITE,,,,
,2063,Aura of Terror,,,,
,2064,Tearing Claws,,,,
,2065,Firewalk,,,,
,2066,Dragon Fire Immunity,,,,
,2067,Scalding Heat,,,,
,2068,Stoneskin,,,,
,2069,Aura of Spite,,,,
,2070,Barbed Thorns,,,,
,2071,Crippling Shards,,,,
,2072,Talons of Weakness,,,,
,2073,Skin of Giants,,,,
,2074,Curse of Flame,,,,
,2075,Sight of the Hawk,,,,
,2076,Boon of the Tides,,,,
,2077,Siren Song,,,,
,2078,Lifebloom,,,,
,2079,Poison Mist,,,,
,2080,Blackskull Toxin,,,,
,2081,Tangle Web,,,,
,2082,Ancestral Might,,,,
,2083,Body Slam,,,,
,2084,Smash,,,,
,2085,Plague Breath,,,,
,2086,Ancestral Aura,,,,
,2087,Shroud of Spirits,,,,
,2088,Wave of Corruption,,,,
,2089,Aura of Corruption,,,,
,2090,Paralysis,,,,
,2091,Immobile,,,,
,2092,Stunned,,,,
,2093,Light Poison,,,,
,2100,Dragonlord Aura,,,,
,2101,Dragonlord Aura,,,,
,2102,Dragonlord Aura,,,,
,2103,Dragonlord Aura,,,,
,2104,Dragonlord Aura,,,,
,2105,Winter Touch,,,,
,2106,Arctic Winds,,,,
,2107,Plague Bite,,,,
,2108,Mist Cloud,,,,
,2109,Spider Web,,,,
,2110,Constrict,,,,
,2111,Inanimate,,,,
,2112,Spring of Life,,,,
,2113,Frostbreath,,,,
,2114,Poisonclaw,,,,
,2115,Blessing of Diancecht,,,,
,2116,Chaos Bolt,,,,
,2117,Frozen Aura,,,,
,2118,Frozen Aura,,,,
,2119,Frozen Aura,,,,
,2120,Frozen Aura,,,,
,2121,Frozen Aura,,,,
,2122,Astral Aura,,,,
,2123,Zodiac Aura,,,,
,2124,Lunar Aura,,,,
,2125,Celestial Aura,,,,
,2126,Cosmic Aura,,,,
,2127,Bloodstrike Aura,,,,
,2128,Moonshadow Aura,,,,
,2129,Greythorn Aura,,,,
,2130,Loremantle Aura,,,,
,2131,Goldsong Aura,,,,
,2132,Invocation of Rending,,,,
,2133,Item Defence Boost,,,,
,2134,Invocation of Thorns,,,,
,2135,Snakebite,,,,
,2136,Chaos Aura,,,,
,2137,Withering Pox OLD,,,,
,2138,Withering Pox,,,,
,2139,Smugglers Tonic,,,,
,2140,Corrupting Touch,,,,
,2141,Dark Fury,,,,
,2142,Dragonlord Vengeance,,,,
,2143,Dragonlord Boon,,,,
,2144,Dragonlord Wrath,,,,
,2145,Dragonlord Fury,,,,
,2146,Dragonlord Spite,,,,
,2147,Fingals Bane,,,,
,2148,Fingals Shield,,,,
,2149,Just Resting,,,,
,2150,Tongue Flick,,,,
,2151,Low Blow,,,,
,2152,Throw Dirt,,,,
,2153,Undertow,,,,
,2154,Shearing Claw,,,,
,2155,Foul Breath,,,,
,2156,Invocation of Sorcery,,,,
,2157,Invocation of Life,,,,
,2158,Beast Bite,,,,
,2159,Toad Bile,,,,
,2160,Stoneshield,,,,
,2161,Mining Draught,,,,
,2162,Prospecting Draught,,,,
,2163,Fireblood,,,,
,2164,Rockhide,,,,
,2165,Stout Heart,,,,
,2166,Spined Claw,,,,
,2167,Heavy Barge,,,,
,2168,Bloodrage,,,,
,2169,Bear Hug,,,,
,2170,Thundercry,,,,
,2171,Dark Fire,,,,
,2172,Ignite,,,,
,2173,Do Not Use,,,,
,2174,Song of Energy,,,,
,2175,Rousing Melody,,,,
,2176,Berserk,,,,
,2177,Cloak of Chaos,,,,
,2178,Summoned,,,,
,2179,Jaunty Melody,,,,
,2180,Song of Health,,,,
,2181,Bolas Immunity,,,,
,2182,Root Immunity,,,,
,2183,Stun Immunity,,,,
,2184,Curse of Chains,,,,
,2185,Armour of Bark,,,,
,2186,Curse of Roots,,,,
,2187,Curse of Insects,,,,
,2188,Short Invis,,,,
,2189,Gastons Stew,,,,
,5000,Ethereal Being,,,,
,5001,Energy Burn,,,,
,5002,Dark Atrophy,,,,
,5003,Necrotic Shield,,,,
,5004,Freezing Ray,,,,
,5005,Deaths Embrace,,,,
,5006,Shield of Spite,,,,
,5007,Word of Command,,,,
,5008,Blood Rage,,,,
,5009,DO NOT USE,,,,
,5010,DO NOT USE,,,,
,5011,Spectral Mist,,,,
,5012,Surgical Precision,,,,
,5013,Spectral Armour,,,,
,5014,DO NOT USE,,,,
,5015,DO NOT USE,,,,
,5016,Grasp of Terror,,,,
,5017,Terrify,,,,
,5018,Cleaning Flames,,,,
,5019,Shackles,,,,
,5020,Sonic Shriek,,,,
,5021,Bat Swarm,,,,
,5022,DO NOT USE,,,,
,5023,Necral Decay,,,,
,5024,Song of Energisation,,,,
,5025,Song of Regeneration,,,,
,5026,Eerie Melody,,,,
,5027,Spooky Melody,,,,
,5028,Ghost Form,,,,
,5029,Hunters Stride,,,,
,5030,Reapers Touch,,,,
,5031,Cloak of Midnight,,,,
,5032,Haunting Melody,,,,
,5033,Dusklight Dirge,,,,
,5034,Spectral Flame,,,,
,5035,Necral Chill,,,,
,5036,Spectral Curse,,,,
,5037,DO NOT USE,,,,
,5038,Spirit Scourge,,,,
,5039,Eldritch Blood,,,,
,5040,Dragon Frost,,,,
,5041,Ferocious Roar,,,,
,5042,Frostform,,,,
,5043,Wolf Howl,,,,
,5044,Harden Scales,,,,
,5045,Ice Barrier,,,,
,5046,Frosthearth Regeneration,,,,
,5047,Frostspark Energisation,,,,
,5048,Stormskimmer Movement Boost,,,,
,5049,Stormskimmer Camouflage Boost,,,,
,5050,Stormskimmer Health Regen,,,,
,5051,Stormskimmer Energy Regen,,,,
,5052,Ice Prison,,,,
,5053,Cheerful Melody,,,,
,5054,Jolly Melody,,,,
,5055,Jubilant Melody,,,,
,5056,Festive Melody,,,,
,5057,Song of Spirit,,,,
,5058,Song of Life,,,,
,5059,Song of Cheer,,,,
,5060,Song of Joy,,,,
,5061,Icebound Regeneration,,,,
,5063,Flash Freeze,,,,
,5064,Necral Shield,,,,
,5065,Necral Binding,,,,
,5066,Fireworks,,,,
,5067,Blight Arrow,,,,
,5068,Energy Famine,,,,
,5069,Lure of Death,,,,
,5070,Summer2014 Health Regen Ring,,,,
,5071,Summer2014 Energy Regen Ring,,,,
,5072,Summer2014 Health Regen Bracelet,,,,
,5073,Summer2014 Energy Regen Bracelet,,,,
,5074,Sunshard Supremacy,,,,
,5075,Sunshard Defiance,,,,
,5076,Litany of Doom,,,,
,5077,Litany of Doom Windup,,,,
,5078,Lesser Bloodthorn Aura,,,,
,5079,Lesser Ironroot Aura,,,,
,5080,Lesser Shrivewood Aura,,,,
,5081,Lesser Bladeleaf Aura,,,,
,5082,Lesser Spiritseed Aura,,,,
,5083,Bloodthorn Aura,,,,
,5084,Ironroot Aura,,,,
,5085,Shrivewood Aura,,,,
,5086,Bladeleaf Aura,,,,
,5087,Spiritseed Aura,,,,
,5088,Greater Bloodthorn Aura,,,,
,5089,Greater Ironroot Aura,,,,
,5090,Greater Shrivewood Aura,,,,
,5091,Greater Bladeleaf Aura,,,,
,5092,Greater Spiritseed Aura,,,,
,5093,Grand Bloodthorn Aura,,,,
,5094,Grand Ironroot Aura,,,,
,5095,Grand Shrivewood Aura,,,,
,5096,Grand Bladeleaf Aura,,,,
,5097,Grand Spiritseed Aura,,,,
,5098,Lesser Stormleaf Aura,,,,
,5099,Lesser Frostroot Aura,,,,
,5100,Lesser Stonebark Aura,,,,
,5101,Stormleaf Aura,,,,
,5102,Frostroot Aura,,,,
,5103,Stonebark Aura,,,,
,5104,Greater Stormleaf Aura,,,,
,5105,Greater Frostroot Aura,,,,
,5106,Greater Stonebark Aura,,,,
,5107,Grand Stormleaf Aura,,,,
,5108,Grand Frostroot Aura,,,,
,5109,Grand Stonebark Aura,,,,
,5110,Sunshard Fury,,,,
,5111,Sunshard Endurance,,,,
,5112,Lively Melody,,,,
,5113,Song of Heart,,,,
,5114,Weapon Boss Root,,,,
,5115,Phoenix Staff Health Regen,,,,
,5116,Phoenix Staff Energy Regen,,,,
,5117,Phoenix Staff Movement Boost,,,,
,5118,Energy Regen Firestorm Rod,,,,
,5119,Phoenix Glider Camouflage Boost,,,,
,5120,FireStorm Rod Camouflage Boost,,,,
,5121,Fire Totem,,,,
,5122,Ice Totem,,,,
,5123,Agile Stance,,,,
,5124,Power Stance,,,,
,5125,Clear Agile Stance,,,,
,5126,Clear Power Stance,,,,
,5200,Pyre Bite,,,,
,5201,Rime Bite,,,,
,5202,Acid Bite,,,,
,5203,Pyre Balm,,,,
,5204,Rime Balm,,,,
,5205,Acid Balm,,,,
,5206,Nightflyer Movement Boost,,,,
,5207,Draining Bite,,,,
,5208,Sonic Screech,,,,
,5209,Nightflyer Camouflage,,,,
,5210,Nightflyer Energy Regen,,,,
,5211,Swarm Cloak,,,,
,5212,Warriors Blessing Level 1,,,,
,5213,Warriors Blessing 2 Level 1,,,,
,5214,Warriors Blessing 3 Level 1,,,,
,5215,Rogue Blessing Level 1,,,,
,5216,Rogue Blessing 2 Level 1,,,,
,5217,Rogue Blessing 3 Level 1,,,,
,5218,Ranger Blessing Level 1,,,,
,5219,Ranger Blessing 2 Level 1,,,,
,5220,Ranger Blessing 3 Level 1,,,,
,5221,Druid Blessing Level 1,,,,
,5222,Druid Blessing 2 Level 1,,,,
,5223,Druid Blessing 3 Level 1,,,,
,5224,Mage Blessing Level 1,,,,
,5225,Mage Blessing 2 Level 1,,,,
,5226,Mage Blessing 3 Level 1,,,,
,5227,Magic Shell,,,,
,5228,Eerie Melody,,,,
,5229,Spooky Melody,,,,
,5230,Haunting Melody,,,,
,5231,Creepy Melody,,,,
,5232,Warriors Blessing Level 2,,,,
,5233,Warriors Blessing 2 Level 2,,,,
,5234,Warriors Blessing 3 Level 2,,,,
,5235,Rogue Blessing Level 2,,,,
,5236,Rogue Blessing 2 Level 2,,,,
,5237,Rogue Blessing 3 Level 2,,,,
,5238,Ranger Blessing Level 2,,,,
,5239,Ranger Blessing 2 Level 2,,,,
,5240,Ranger Blessing 3 Level 2,,,,
,5241,Druid Blessing Level 2,,,,
,5242,Druid Blessing 2 Level 2,,,,
,5243,Druid Blessing 3 Level 2,,,,
,5244,Mage Blessing Level 2,,,,
,5245,Mage Blessing 2 Level 2,,,,
,5246,Mage Blessing 3 Level 2,,,,
,5247,Warriors Blessing Level 3,,,,
,5248,Warriors Blessing 2 Level 3,,,,
,5249,Warriors Blessing 3 Level 3,,,,
,5250,Rogue Blessing Level 3,,,,
,5251,Rogue Blessing 2 Level 3,,,,
,5252,Rogue Blessing 3 Level 3,,,,
,5253,Ranger Blessing Level 3,,,,
,5254,Ranger Blessing 2 Level 3,,,,
,5255,Ranger Blessing 3 Level 3,,,,
,5256,Druid Blessing Level 3,,,,
,5257,Druid Blessing 2 Level 3,,,,
,5258,Druid Blessing 3 Level 3,,,,
,5259,Mage Blessing Level 3,,,,
,5260,Mage Blessing 2 Level 3,,,,
,5261,Mage Blessing 3 Level 3,,,,
,5262,Behemoth Might,,,,
,5263,Siofras brew of Invisibility,,,,
,5264,Siofras brew of Defence,,,,
,5265,Siofras brew of Armour,,,,
,5266,Siofras brew of Attack,,,,
,5267,Siofras brew of Haste,,,,
,5268,Siofras brew of Travelling,,,,
,5269,Siofras brew of Knowledge,,,,
,5270,Siofras brew of Regeneration,,,,
,5271,Siofras brew of Energisation,,,,
,5272,Samhain Eerie Melody,,,,
,5273,Samhain Spooky Melody,,,,
,5274,Samhain Haunting Melody,,,,
,5275,Samhain Creepy Melody,,,,
,5276,Song of Energy,,,,
,5277,Song of Health,,,,
,5278,Song of Spirit,,,,
,5279,Song of Life,,,,
,5280,Power of Taranis,,,,
,5281,Arctic Wings Movement Boost,,,,
,5282,Arctic Wings Camouflage,,,,
,5283,Arctic Wings Energy Regen,,,,
,5284,Winterwing Movement Boost,,,,
,5285,Winterwing Camouflage,,,,
,5286,Winterwing Energy Regen,,,,
,5287,Winter2014 Cheerful Melody,,,,
,5288,Winter2014 Jolly Melody,,,,
,5289,Winter2014 Jubilant Melody,,,,
,5290,Winter2014 Festive Melody,,,,
,5291,Song of Spirit,,,,
,5292,Song of Life,,,,
,5293,Song of Cheer,,,,
,5294,Song of Joy,,,,
,5295,Patch Test Skill,,,,
,5296,Starstone Precision,,,,
,5297,Starstone Armour,,,,
,5298,Starstone Cloak,,,,
,5299,Starstone Shield,,,,
,5300,Arctic Gale,,,,
,5301,Air Shield,,,,
,5302,Arctic Wings Health Regen,,,,
,5303,Cloudburst Energy Regen,,,,
,5304,Cloudburst Camouflage,,,,
,5305,Starstone Aura,,,,
,5306,Stargem Precision,,,,
,5307,Stargem Armour,,,,
,5308,Stargem Cloak,,,,
,5309,Stargem Shield,,,,
,5310,Stargem Aura,,,,
,5311,Starstone Aura II,,,,
,5312,Stargem Aura II,,,,
,5314,Blood Howl,,,,
,5315,Battle Cry,,,,
,5316,Aqua Fortis,,,,
,5317,Eldritch Fire,,,,
,5318,Stygian Frost,,,,
,5319,Eldritch Vengeance,,,,
,5320,Eldritch Boon,,,,
,5321,Eldritch Wrath,,,,
,5322,Eldritch Fury,,,,
,5323,Eldritch Spite,,,,
,5324,Ballad of Ardor,,,,
,5325,Ballad of Vigor,,,,
,5326,Ballad of Morale,,,,
,5327,Ballad of Essence,,,,
,5328,Ballad of Wonder,,,,
,5329,Ballad of Delight,,,,
,5330,Fire Crystal,,,,
,5331,Ice Crystal,,,,
,5332,Poison Crystal,,,,
,5333,Entropic Annihilation,,,,
,5334,Alchemic Barrier,,,,
,5335,Gelebron Special Immunity,,,,
,5336,Gelebron Special Immunity Player,,,,
,5337,Razorclaw,,,,
,5338,Stalwart Block,,,,
,5339,Hobble,,,,
,5340,Puncture,,,,
,5341,Arcane Conflagration,,,,
,5342,Arcane Cloak,,,,
,5343,Cloak of Anguish,,,,
,5344,Eldritch Shielding,,,,
,5345,Eldritch Unbinding,,,,
,5346,Eldritch Fortification,,,,
,5347,Gelebron Area Effect Remover,,,,
,5348,Exalted Aura,,,,
,5349,Branwens Blessing,,,,
,5350,Croms Malice,,,,
,5351,Withering Flames,,,,
,5352,Wyldgrove Strike,,,,
,5353,Wyldgrove Guard,,,,
,5354,Wyldgrove Agility,,,,
,5355,Wyldgrove Spite,,,,
,5356,Wyldshrine Strike,,,,
,5357,Wyldshrine Guard,,,,
,5358,Wyldshrine Agility,,,,
,5359,Wyldshrine Spite,,,,
,5360,Pleasant Aria,,,,
,5361,Floral Aria,,,,
,5362,Warming Aria,,,,
,5363,Blooming Aria,,,,
,5364,Inspiring Aria,,,,
,5365,Bright Aria,,,,
,5366,Eagle Mount Movement Boost,,,,
,5367,Eagle Mount Camouflage Boost,,,,
,5368,Eagle Glider Energy Regen,,,,
,5369,Eagle Glider Health Regen,,,,
,5370,Cloak of the Hunter,,,,
,5371,Gorgon Eye,,,,
,5372,Abyssal Gaze,,,,
,5373,GameEffect Test 1,,,,
,5374,GameEffect Test 2,,,,
,5375,GameEffect Test 3-1,,,,
,5376,GameEffect Test 3-2,,,,
,5377,TEST Particle Consumable,,,,
,5378,Fire Sap,,,,
,5379,Frost Sap,,,,
,5380,Ether Sap,,,,
,5381,Poison State,,,,
,5382,Splinter,,,,
,5383,Shining Ballad,,,,
,5384,Cheerful Ballad,,,,
,5385,Flourishing Ballad,,,,
,5386,Uplifting Ballad,,,,
,5387,Skyglass Sunlight,,,,
,5388,Skyglass Moonlight,,,,
,5389,Skyglass Starlight,,,,
,5390,Skyglass Twilight,,,,
,5391,Skyprism Sunlight,,,,
,5392,Skyprism Moonlight,,,,
,5393,Skyprism Starlight,,,,
,5394,Skyprism Twilight,,,,
,5395,Skyglass Radiance,,,,
,5396,Skyglass Splendor,,,,
,5397,Skyglass Glory,,,,
,5398,Skyglass Ascension,,,,
,5399,Skyprism Radiance,,,,
,5400,Skyprism Splendor,,,,
,5401,Skyprism Glory,,,,
,5402,Skyprism Ascension,,,,
,5403,Skyglass Zenith,,,,
,5404,Skyglass Meridian,,,,
,5405,Skyprism Zenith,,,,
,5406,Skyprism Meridian,,,,
,5407,Summer2015 Neck Extra 1,,,,
,5408,Summer2015 Neck Extra 2,,,,
,5409,Summer2015 Ring Extra 1,,,,
,5410,Summer2015 Ring Extra 2,,,,
,5411,Summer2015 Ring OLD,,,,
,5412,Summer2015 Ring OLD,,,,
,5413,Spirit Mount Health Regen,,,,
,5414,Spirit Mount Energy Regen,,,,
,5415,Aeons Wrath,,,,
,5416,Ethereal Mist,,,,
,5417,Spirit Glider Movement Boost,,,,
,5418,Spirit Glider Camouflage Boost,,,,
,5419,Spirit Cape Movement Boost,,,,
,5420,Spirit Cape Camouflage Boost,,,,
,5421,Mounted,,,,
,5422,Mounted Health Boost,,,,
,5423,DO NOT USE,,,,
,5424,Gallop,,,,
,5425,Growth Potion Block,,,,
,5426,Growth Elixir Block,,,,
,5427,Growth Perm Block,,,,
,5428,Shrink Potion Block,,,,
,5429,Shrink Elixir Block,,,,
,5430,Shrink Perm Block,,,,
,5431,Ballad of Foresight,,,,
,5432,Ballad of Insight,,,,
,5433,Ballad of Prowess,,,,
,5434,Ballad of Vision,,,,
,5435,Morcas Regrowth,,,,
,5436,Thorn Snare,,,,
,5437,Mounted,,,,
,5438,Nimble Wing,,,,
,5439,Swooping Claw,,,,
,5440,Rending Talon,,,,
,5441,Companion Camouflage,,,,
,5442,Companion Health Regen,,,,
,5443,Companion Energy Regen,,,,
,5444,Sparrow Companion,,,,
,5445,Crow Companion,,,,
,5446,Sparrowhawk Companion,,,,
,5447,Stomp,,,,
,5448,Soul Grasp,,,,
,5449,Rend of Death,,,,
,5450,Trampled,,,,
,5451,Rune of Destruction,,,,
,5452,Temp Immobile,,,,
,5453,Doch Gul Warrior Aura,,,,
,5454,Doch Gul Druid Aura,,,,
,5455,Doch Gul Ranger Aura,,,,
,5456,Doch Gul Mage Aura,,,,
,5457,Doch Gul Rogue Aura,,,,
,5458,Steed of Oblivion Health Regen,,,,
,5459,Steed of Oblivion Energy Regen,,,,
,5460,Shield of Vigilance,,,,
,5461,Crowspine Skirr Movement Boost,,,,
,5462,Archfiend Wings Movement Boost,,,,
,5463,Shield of Perception,,,,
,5464,Shield of Gaze,,,,
,5465,Crowspine Skirr Health Regen,,,,
,5466,Crowspine Skirr Energy Regen,,,,
,5467,Archfiend Wings Health Regen,,,,
,5468,Archfiend Wings Energy Regen,,,,
,5469,Crowspine Skirr Armour,,,,
,5470,Archfiend Wings Armour,,,,
,5471,Glider of Oblivion,,,,
,5472,Wings of Oblivion,,,,
,5473,Carrion Claw,,,,
,5474,Crowspine Skirr Camouflage Boost,,,,
,5475,Archfiend Wings Camouflage Boost,,,,
,5476,Broodshield,,,,
,5477,Dispel Alchemic Barrier,,,,
,5478,Mephetic Malady,,,,
,5479,Frozen,,,,
,5480,Dark Mount,,,,
,5481,Aberrant Barrier,,,,
,5482,Impish Fire,,,,
,5483,Orphic Inertia,,,,
,5484,Arctic Freeze,,,,
,5485,Decay,,,,
,5486,Fortify,,,,
,5487,Replenish,,,,
,5488,Chill,,,,
,5489,Warmth,,,,
,5490,Siphon,,,,
,5491,Yule2015 Boss Decay Resist,,,,
,5492,Cure-all,,,,
,5493,Keeghan Armour Boost,,,,
,5494,Nostrum Cure,,,,
,5495,Phantom Claw,,,,
,5496,Minor Reinforcement,,,,
,5497,Lesser Reinforcement,,,,
,5498,Mystic Reinforcement,,,,
,5499,Greater Reinforcement,,,,
,5500,Grand Reinforcement,,,,
,5501,Mighty Reinforcement,,,,
,5502,Majestic Reinforcement,,,,
,5503,Royal Reinforcement,,,,
,5504,Imperial Reinforcement,,,,
,5505,Godly Reinforcement,,,,
,5506,Minor Energisation,,,,
,5507,Lesser Energisation,,,,
,5508,Mystic Energisation,,,,
,5509,Greater Energisation,,,,
,5510,Grand Energisation,,,,
,5511,Mighty Energisation,,,,
,5512,Majestic Energisation,,,,
,5513,Royal Energisation,,,,
,5514,Imperial Energisation,,,,
,5515,Godly Energisation,,,,
,5516,Power Surge,,,,
,5517,Rotor Blades,,,,
,5518,Kinetic Swing,,,,
,5519,Heat Screen,,,,
,5520,Frost Screen,,,,
,5521,Shock Screen,,,,
,5522,Proteus Debuff Immunity,,,,
,5523,Cranfir Steed Movement Boost,,,,
,5524,Mounted Health Regen,,,,
,5525,Mounted Energy Regen,,,,
,5526,Flight of Replenishment,,,,
,5527,Flight of Rejuvination,,,,
