TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,70757,Deadroot Protector primary,,,,
,70758,Stonefang Guard primary,,,,
,70759,Bonehead Guard primary,,,,
,70760,Ironspike Protector primary,,,,
,70761,Shivercowl Protector primary,,,,
,70762,Rockbelly Protector primary,,,,
,70763,Goretusk Elite primary,,,,
,70764,Bladewing Disciple primary,,,,
,70765,Redbane Disciple primary,,,,
,70766,Spearhorn Elite primary,,,,
,70767,Deadroot Disciple primary,,,,
,70768,Stonefang Elite primary,,,,
,70769,Bonehead Elite primary,,,,
,70770,Ironspike Disciple primary,,,,
,70771,Shivercowl Disciple primary,,,,
,70772,Rockbelly Disciple primary,,,,
,70773,Goretusk Juggernaut primary,,,,
,70774,Bladewing Vanguard primary,,,,
,70775,Redbane's Champion primary,,,,
,70776,Spearhorn Destroyer primary,,,,
,70777,Herald of Deadroot primary,,,,
,70778,Doomclaw primary,,,,
,70779,Bonehead Gladiator primary,,,,
,70780,Ironspike Vanquisher primary,,,,
,70781,Shivercowl Nightbringer primary,,,,
,70782,Rockbelly Conqueror primary,,,,
,70783,Goretusk Gemhogger primary,,,,
,70784,Bladewing Gemthief primary,,,,
,70785,Redbane Gemlooter primary,,,,
,70786,Spearhorn Gemhoof primary,,,,
,70787,Deadroot Gemcarrier primary,,,,
,70788,Stonefang Gemclaw primary,,,,
,70789,Bonehead Gemtooth primary,,,,
,70790,Ironspike Gemrobber primary,,,,
,70791,Shivercowl Gemstealer primary,,,,
,70792,Rockbelly Gemhoarder primary,,,,
,70825,Darkfell Champion primary,,,,
,70827,Crookback Spy primary,,,,
,70828,Murchos the Scryer primary,,,,
,70829,Jessk the Scryer primary,,,,
,70830,Tarnas the Scryer primary,,,,
,70831,Vazak the Bodyguard primary,,,,
,70832,Nimel the Bodyguard primary,,,,
,70834,Manus Blackstone primary,,,,
,70842,Cuddly Ent primary,,,,
,70843,Vigilant Eye Primary,,,,
,70844,Evil Eye Primary,,,,
,70845,Arcane Eye Primary,,,,
,70846,Fearsome Eye Primary,,,,
,70847,Rock Golem Sentinel Primary,,,,
,70848,Rock Golem Slinger Primary,,,,
,70849,Kelpie Primary,,,,
,70850,Wraith Primary,,,,
,70851,Treeman Primary,,,,
,70852,Ravenous Spirit Primary,,,,
,70853,Magma Golem Primary,,,,
,70854,Rock Golem Ranged Primary,,,,
,70855,Phantasmal Spirit Primary,,,,
,70856,Wyvern,,,,
,70857,Eyeboss Aggresive,,,,
,70858,Eyeboss Defensive,,,,
,70859,Eye Big Boss Weak,,,,
,70860,Eye Big Boss Primary,,,,
,70861,Kelpie Big Boss Primary,,,,
,70862,Wraith Big Boss Primary,,,,
,70863,Treeman Big Boss Primary,,,,
,70864,Stone Golem Big Boss Primary,,,,
,70865,Magma Golem Big Boss Primary,,,,
,70866,Big Eye Boss Do nothing,,,,
,70867,Blackstone Wyrmtamer,,,,
,70868,Obsidian Golem Primary,,,,
,70869,Blackstone Warrior,,,,
,70870,Blackstone Ranger,,,,
,70871,Blackstone Rogue,,,,
,70872,Blackstone Mage,,,,
,70873,Blackstone Druid,,,,
,70874,Blackstone Mage Boss,,,,
,70875,Blackstone Druid Boss,,,,
,70876,Blackstone Rogue Boss,,,,
,70877,Blackstone Warrior Boss,,,,
,70878,Blackstone Ranger Boss Bow,,,,
,70879,Bubulus Primary,,,,
,70880,Pollyx Primary,,,,
,70881,Gribbles Primary,,,,
,70882,Splee Primary,,,,
,70883,Larchthroat Primary,,,,
,70884,Bramblebark Primary,,,,
,70885,Scion of the Lost Primary,,,,
,70886,Shrouded Lord Primary,,,,
,70887,Rockalanche Primary,,,,
,70888,Dominator Primary,,,,
,70899,Blackstone Ranger Boss Spear,,,,
,70900,Eye of Dusk,,,,
,70901,Eye of Dawn,,,,
,70902,Eye of Noon,,,,
,70903,Eye of Night,,,,
,70904,Solstice Dragon Primary,,,,
,70905,Eye Simple,,,,
,70910,Grumpus Blackhat,,,,
,70911,Embermane,,,,
,70912,Solstice Wyvern,,,,
,70913,Halloween Mega Boss Add,,,,
,70923,Halloween Mega Boss,,,,
,70924,Halloween Mini Boss,,,,
,70925,Caverns Cavewing Boss,,,,
,70926,Caverns Spider Boss,,,,
,70927,Caverns Boggan Shaman Boss,,,,
,70928,Caverns Boggan King Boss,,,,
,70929,Caverns Firbolg Boss,,,,
,70930,Caverns Troll Boss,,,,
,70931,Cavewing BOSS ADD,,,,
,70932,Nest Drone BOSS ADD,,,,
,70933,Nest Guard BOSS ADD,,,,
,70934,Ancestor Spirit BOSS ADD,,,,
,70935,Boggan Champion BOSS ADD,,,,
,70936,Boggan Elder BOSS ADD,,,,
,70937,Firbolg Guard BOSS ADD,,,,
,70938,Firbolg Crusher BOSS ADD,,,,
,70939,Troll Champion BOSS ADD,,,,
,70940,Christmas Boss,,,,
,70941,Dragoncult Healer,,,,
,70942,Tempest Spirit,,,,
,70943,Fingals Giant Rat,,,,
,70944,Fingals Plague Rat,,,,
,70945,Fingals Giant Bat,,,,
,70946,Fingals Vampire Bat,,,,
,70947,Fingals Cavewing,,,,
,70948,Carrowmore Spider,,,,
,70949,Fingals Snake,,,,
,70950,Boggan Warrior,,,,
,70951,Firbolg Warrior,,,,
,70952,Boggan Gray,,,,
,70953,Boggan Fire,,,,
,70954,Boggan Poison,,,,
,70955,Boggan Heal,,,,
,70956,Boggan Ice,,,,
,70957,Boggan Chaos,,,,
,70958,Boggan Warbeast,,,,
,70959,Carrowmore Firewyrm,,,,
,70960,Sewer Leper,,,,
,70961,Sewer Toad,,,,
,70962,Carrowmore Troll,,,,
,70963,Carrowmore Scorpion,,,,
,70964,Firbolg Caster,,,,
,70965,Sewer Varanus,,,,
,70966,Sewer Snake,,,,
,70967,Sewer Plague Zombie,,,,
,70968,Overwrite,,,,
,70969,Mordris Troll Add,,,,
,70970,Hrungnir,,,,
,70971,Priestess of Morrigan,,,,
,70972,Boggan Normal Chief,,,,
,70973,Boggan Fire Chief,,,,
,70974,Boggan Poison Chief,,,,
,70975,Boggan Magic Chief,,,,
,70976,Boggan Ice Chief,,,,
,70977,Boggan Chaos Chief,,,,
,70978,High Priestess of the Morrigan,,,,
,70979,Zombie Troll,,,,
,70980,Emberwyrm,,,,
,70981,Spined Wyrm,,,,
,70982,Steelscale Wyrm,,,,
,70983,Rare Wyrm,,,,
,70984,Fireblood Troll,,,,
,70985,Summer Bear,,,,
,70986,Shimmersun the Trickster,,,,
,70987,Summer Dragon 2013,,,,
,70988,Summer Wyvern 2013,,,,
,100000,Necromancer Boss,,,,
,100001,Necromancer Apprentice,,,,
,100002,Bound Spirit,,,,
,100003,Skeletal Guardian,,,,
,100004,Samhain 2013 Ghost,,,,
,100005,Samhain 2013 Witch,,,,
,100006,Samhain 2013 Bat,,,,
,100007,Samhain 2013 Witchfinder,,,,
,100008,Risen Warrior,,,,
,100009,Winter2013 Dragon,,,,
,100010,Winter2013 Defector,,,,
,100011,Winter2013 Stormwing,,,,
,100012,Winter2013 Golem,,,,
,100013,Winter2013 Bear,,,,
,100014,Winter2013 Wraith,,,,
,100015,Winter2013 Wolf,,,,
,100016,Winter2013 Wyrm,,,,
,100017,Winter2013 Wyvern,,,,
,100018,Summer2014 Boss1,,,,
,100019,Summer2014 Boss2,,,,
,100020,Summer2014 Boss3,,,,
,100021,Summer2014 Boss4,,,,
,100022,Summer2014 Boss Add 1,,,,
,100023,Summer2014 Boss Add 2,,,,
,100024,srf2014 Weapon Boss 1,,,,
,100025,srf2014 Weapon Boss 2,,,,
,100026,srf2014 Weapon Boss 3,,,,
,100027,srf2014 Weapon Boss 4,,,,
,100028,Performance Test NPC HOSTILE,,,,
,100100,Fall2014 Fire Spider,,,,
,100101,Fall2014 Ice Spider,,,,
,100102,Fall2014 Poison Spider,,,,
,100103,Grath the Ugly,,,,
,100104,Tarile the Chilling,,,,
,100105,Akais the Venomous,,,,
,100106,Urchaid the Overlord,,,,
,100107,Grath's Spawn,,,,
,100108,Tarile's Spawn,,,,
,100109,Akais' Spawn,,,,
,100110,Urchaid's Spawn,,,,
,100111,Tower Sentinel Boss 1,,,,
,100112,Tower Sentinel Boss 2,,,,
,100113,Tower Sentinel Boss 3,,,,
,100114,Tower Sentinel 1-H,,,,
,100115,Tower Sentinel 2-H,,,,
,100116,Tower Wizard Boss 1,,,,
,100117,Tower Wizard Boss 2,,,,
,100118,Tower Wizard Boss 3,,,,
,100119,Tower Wizard 1-H,,,,
,100120,Tower Wizard 2-H,,,,
,100121,Tower Guard Boss 1,,,,
,100122,Tower Guard Boss 2,,,,
,100123,Tower Guard Boss 3,,,,
,100124,Tower Guard 1-H,,,,
,100125,Tower Guard 2-H,,,,
,100126,Raid Boss Hound,,,,
,100127,Raid Boss Wizard,,,,
,100128,Raid Boss Guard,,,,
,100129,Raid Boss Alchemist,,,,
,100130,Raid Boss Wyvern,,,,
,100131,Raid Boss Armour,,,,
,100132,Raid Boss Eye,,,,
,100133,Proteus,,,,
,100134,Gelebron,,,,
,100135,Gelebron Crystal,,,,
,100136,Gelebron Sentinel,,,,
,100137,Tower Guard Skills,,,,
,100138,Tower Hound Skills,,,,
,100139,Tower Goblin Skills,,,,
,100140,Tower Wyvern Skills,,,,
,100141,Tower Ench Armour Skills,,,,
,100142,Tower Statue Skills,,,,
,100143,Tower Occulus Skills,,,,
,100144,Tower Imp Skills,,,,
,100145,Tower Wizard Skills,,,,
,100146,Tower Wizard Miniboss Skills,,,,
,100147,Spring2015 Dragon Skills 6*,,,,
,100148,Spring2015 Dragon Add Skills,,,,
,100149,Spring2015 Dragon Skills 5*,,,,
,100150,Gelebron Default,,,,
,100151,Gelebron Aggressive,,,,
,100152,Gelebron Eye Default,,,,
,100153,Summer2015 Boss,,,,
,100154,Summer2015 Boss Add,,,,
,100155,Trasgar of Cinereal,,,,
,100156,Halloween2015 Boss,,,,
,100157,Halloween2015 Boss Add 1,,,,
,100158,Halloween2015 Boss Add 2,,,,
,100159,Stonevale Imp Boss,,,,
,100160,Inferno Imps,,,,
,100161,Sleatskean Imps,,,,
,100162,Aberrant Barrier,,,,
,100163,Impish Fire,,,,
,100164,Yule Boss,,,,
,100165,Yule Boss Adds,,,,
,100166,Pier Ghosts,,,,
,100167,Ostara2016 Boss Skills,,,,
,100168,Ostara2016 Add Skills,,,,
,100169,Elite Huntsman,,,,
,100170,Venomspit,,,,
,100171,Dorcha Beast,,,,
,100172,Skur Firbolg,,,,
,100173,Dian Cecht,,,,
,100174,Myrrdin's Bane,,,,
,100175,Cuhcullain's Bane,,,,
,100176,Blackstone Bridge Sentinel,,,,
,100177,Blackstone Summoner,,,,
,100178,Melee Fire Imps,,,,
,100179,Mage Fire Imps,,,,
,100180,Melee Ice Imps,,,,
,100181,Mage Ice Imps,,,,
,100182,Melee Magic Imps,,,,
,100183,Mage Magic Imps,,,,
,100184,Melee Poison Imps,,,,
,100185,Mage Poison Imps,,,,
,100186,Test Eyes,,,,
,100187,Test Dragon,,,,
,100188,Military Dummy,,,,
,100189,Still Waters,,,,
,,,,,,
,,,,,,
skill_templates,1,Pummel,,,,
,2,Protective Stance,,,,
,3,Recuperate,,,,
,4,Bandage Wounds,,,,
,5,Natures Touch,,,,
,6,Instant Heal 100,,,,
,7,Instant Energy 100,,,,
,8,Strangling Vines,,,,
,9,Grasping Roots,,,,
,10,Howling Wind,,,,
,11,Fire Bolt,,,,
,12,Cloak of Fire,,,,
,13,Sharp Shot,,,,
,14,Steady Aim,,,,
,15,Bolas,,,,
,16,Sneaky Attack,,,,
,17,Hide,,,,
,18,Rend,,,,
,19,Eat Apple,,,,
,20,Drink Water,,,,
,21,Drink Beer,,,,
,22,Crows Tear,,,,
,23,Eat Bread,,,,
,24,Eat Mutton,,,,
,25,Temp Health Regen Boost,,,,
,26,Temp Energy Regen Boost,,,,
,27,Instant Heal 500,,,,
,28,Instant Energy 500,,,,
,29,Burrowers Brew,,,,
,30,Centaury,,,,
,31,Herbal Salve,,,,
,32,Calm,,,,
,33,Taunt,,,,
,34,Distract,,,,
,35,Instant Heal 25,,,,
,36,Shield of Bark,,,,
,37,Natures Embrace,,,,
,38,Lightning Strike,,,,
,39,Abundance,,,,
,40,Lure of Fire,,,,
,41,Lure of Ice,,,,
,42,Ice Shards,,,,
,43,Energy Shield,,,,
,44,Energy Well,,,,
,45,Frenzy,,,,
,46,Shield Bash,,,,
,47,Giant Swing,,,,
,48,Fast Reflexes,,,,
,49,Poison Weapon,,,,
,50,Camouflage,,,,
,51,Rapid Shot,,,,
,52,Barbed Shot,,,,
,53,Quick Strike,,,,
,54,Light heal,,,,
,55,Meditate,,,,
,56,Energy Boost,,,,
,57,Instant Energy 25,,,,
,58,Invisibility Potion,,,,
,59,Invisibility Elixir,,,,
,60,Shrink Potion,,,,
,61,Shrink Elixir,,,,
,62,Growth Potion,,,,
,63,Growth Elixir,,,,
,64,Defence Boost Potion,,,,
,65,Defence Boost Elixir,,,,
,66,Armour Boost Potion,,,,
,67,Armour Boost Elixir,,,,
,68,Max Health Boost Potion,,,,
,69,Max Health Boost Elixir,,,,
,70,Max Energy Boost Potion,,,,
,71,Max Energy Boost Elixir,,,,
,72,Attack Boost Potion,,,,
,73,Attack Boost Elixir,,,,
,74,Attack Speed Boost Potion,,,,
,75,Attack Speed Boost Elixir,,,,
,76,Run Speed Boost Potion,,,,
,77,Run Speed Boost Elixir,,,,
,78,Experience Boost Potion,,,,
,79,Experience Boost Elixir,,,,
,80,Health Regen Boost Potion,,,,
,81,Health Regen Boost Elixir,,,,
,82,Energy Regen Boost Potion,,,,
,83,Energy Regen Boost Elixir,,,,
,84,Combination Potion,,,,
,85,Combination Elixir,,,,
,86,Root Scroll,,,,
,87,Fireball Scroll,,,,
,88,Restoration Potion,,,,
,89,Fettlecap Mushroom,,,,
,90,Milkstalk Mushroom,,,,
,91,Yellow Giant Mushroom,,,,
,92,Black Gill Mushroom,,,,
,93,Poisonous Fungus,,,,
,94,Death Cap Mushroom,,,,
,95,Gore,,,,
,96,Hog Maul,,,,
,97,Firestrike,,,,
,98,Impale,,,,
,99,Death Charge,,,,
,100,Finishing Blow,,,,
,101,Frost Lance,,,,
,102,Storm of Wrath,,,,
,103,Boon of Crom,,,,
,104,Ability Boost Elixir,,,,
,105,Poison Cloud,,,,
,106,Vampire Kiss,,,,
,107,Void Blast,,,,
,108,Scorcher,,,,
,109,Frozen Spear,,,,
,110,Electroshocker,,,,
,111,Horn Lance,,,,
,112,Eldritch Regeneration,,,,
,113,Meteoric Scourge,,,,
,114,Meteoric Blast,,,,
,115,Astral Rays,,,,
,116,Meteoric Strike,,,,
,117,Meteoric Smash,,,,
,118,Warp Bolt,,,,
,119,Cosmic Barrier,,,,
,120,Cloak of the Remnant,,,,
,121,Withering Beam,,,,
,122,Bolt of Lethargy,,,,
,123,Magic Barrier,,,,
,124,Natures Breath,,,,
,125,Sweeping Blow,,,,
,126,Firestorm,,,,
,127,Smoke Bomb,,,,
,128,Warcry,,,,
,129,Conceal,,,,
,130,Defensive Spikes,,,,
,131,OVERWRITE,,,,
,132,Entangle,,,,
,133,Incinerate,,,,
,134,Storm Touch,,,,
,135,Freeze,,,,
,136,Play Dead,,,,
,137,Lure of Magic,,,,
,138,Lure of Soldiers,,,,
,139,Lure of Assassins,,,,
,140,Lure of Giants,,,,
,141,OVERWRITE,,,,
,142,Abundant Aura,,,,
,143,Assassinate,,,,
,144,Spring of Life,,,,
,145,Sacrifice,,,,
,146,EMPTY,,,,
,147,Enduring Guard,,,,
,148,Ward of Fire,,,,
,149,Ward of Ice,,,,
,150,Ward of Magic,,,,
,151,Ward of Soldiers,,,,
,152,Ward of Assassins,,,,
,153,Ward of Giants,,,,
,155,Life Steal,,,,
,156,Energy Harvest,,,,
