TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,85,Loman the Woodcutter,,,,
,86,Earlene the Herbalist,,,,
,87,Sergeant Kerr,,,,
,88,Gregory the Scout,,,,
,89,Private Bruce,,,,
,90,MacLir Guard,,,,
,91,Bowen the Horsemaster,,,,
,92,Chase MacLir,,,,
,93,Isla MacCroin,,,,
,94,Commander Cullen,,,,
,95,Ranger Camryn,,,,
,96,Mage Fallon,,,,
,97,Captain Teague,,,,
,98,Captain Garret,,,,
,99,Finn the Scout,,,,
,100,Rory the Scout,,,,
,101,Myrna the Scout,,,,
,102,Alan the Scout,,,,
,103,Keita the Scout,,,,
,104,Dreylaw the Arms Dealer,,,,
,105,MacCroin Soldier,,,,
,106,MacCroin Spearman,,,,
,107,[Trader] Aislin the Merchant,,,,
,108,[Spear Trainer] Skena,,,,
,109,Taliesin the Bard,,,,
,110,Kail the Defector,,,,
,111,Rhona the Druid,,,,
,112,Farmer Forbes,,,,
,113,Janet Kelso,,,,
,114,Tam Lin,,,,
,115,Brothag the Druid,,,,
,116,Brith the Shepherd,,,,
,117,Alena the Villager,,,,
,118,Timan the Crofter,,,,
,119,[Totem Trainer] Cantorix the Druid,,,,
,120,[Trader] Ashlen MacCroin,,,,
,121,[Trader] Bericus MacCroin,,,,
,122,Prisoner Carbry,,,,
,123,Prisoner Moya,,,,
,125,Oisin the Warden,,,,
,127,Sweyn the Messenger,,,,
,128,Brixos the Warden,,,,
,129,Rhallai the Warden,,,,
,130,Vinda the Warden,,,,
,131,Eanan the Warden,,,,
,132,Griga the Warden,,,,
,133,[Undead Charm Trader]Igor the Crafty,,,,
,134,Morvern Pumpkinhead,,,,
,135,[Broom Trader] Velkira the Witch,,,,
,136,Hatti Wartfingers,,,,
,137,Agatha Carbuncle,,,,
,138,Festus the Mad OLD,,,,
,139,[Novelty Trainer] Fuggles the Jester,,,,
,140,Festus the Mad,,,,
,141,The Yulefather,,,,
,142,Snowdrop the Faerie,,,,
,143,Albin Fireheart,,,,
,144,OVERWRITE,,,,
,145,[Sled Trader] Bob Slayer,,,,
,146,[Hand to Hand Trainer] Stony Morgan,,,,
,147,[Banker] Baldwin the Banker,,,,
,148,Segorax the Gladiator,,,,
,149,Brennan the Mighty OLD,,,,
,150,Eryn the Lighthouse Keeper OLD,,,,
,151,Gate Captain Grun,,,,
,152,Segna the Scholar,,,,
,153,Blaze the Duellist,,,,
,154,Nairn the Guard,,,,
,155,Broc Steelblade,,,,
,156,Eavan Wildgale,,,,
,157,Griss Eaglesight,,,,
,158,Adyna Firestorm,,,,
,159,Frang Duskstrike,,,,
,160,Lilas the Healer OLD,,,,
,161,Niblet the Guard,,,,
,162,Bobbins the Guard,,,,
,163,Wotsit the Guard,,,,
,164,Crotchet the Guard,,,,
,165,Morden,,,,
,166,Sergeant Arnhuin OLD,,,,
,167,Mirain the Seer,,,,
,168,Tyric,,,,
,169,Statue of the Daghda,,,,
,170,Statue of Cerridwen,,,,
,171,Statue of Epona,,,,
,172,Statue of Gofannon,,,,
,173,Statue of Lir,,,,
,174,[Skill Merchant] Cathal the Ranger,,,,
,176,[Critical Skill Trainer] Vika the Skilled,,,,
,177,The Scavenger,,,,
,178,Wayland the Smith,,,,
,179,Culann the Smith,,,,
,180,Jean the Jeweller,,,,
,181,Muriel the Tailor,,,,
,182,Sandy the Tailor,,,,
,183,Bogan the Ragged,,,,
,184,Deira the Cobbler,,,,
,190,Gideon the Book Binder,,,,
,191,Regulus the Spellweaver,,,,
,192,Starflower the Faerie,,,,
,193,Niamh,,,,
,194,Elidyr,,,,
,195,Carraden,,,,
,196,Rhyanne,,,,
,197,Davin,,,,
,198,Kyna,,,,
,199,Hamish the Hatter OLD,,,,
,200,[Town Crier] Finna the Loud,,,,
,201,Bryson the Hatter,,,,
,202,[Town Crier] Fergal the Noisy,,,,
,203,[Magic Carpet Trader] Rasool the Mystic,,,,
,204,[Charm Trader] Grumpit the Crookback,,,,
,205,Sunbranch the Faerie,,,,
,206,Swampy the Hermit,,,,
,207,Bragen the Druid,,,,
,208,Elsya the Shaper,,,,
,209,[Spell Book Merchant] Evonne the Mage,,,,
,210,Gaston the Chef,,,,
,211,Moyna the Trainer,,,,
,212,Mugworth the Porter,,,,
,213,Amlyn Stormsword,,,,
,214,Captain Burdock,,,,
,215,Throg Bonesmasher,,,,
,216,Catreena Thistlethorn,,,,
,217,Brother Furric,,,,
,218,Arlan the Ranger,,,,
,219,Nemon the Traveller,,,,
,220,Morwenna the White Knight,,,,
,221,Anika the Witch,,,,
,222,Whysten the Witch,,,,
,223,Bryarnia the Witch,,,,
,224,Starspin the Witch,,,,
,225,Emberta the Witch,,,,
,226,Betsy the Witch,,,,
,227,Crypstig the Witch,,,,
,228,OVERWRITE,,,,
,229,OVERWRITE,,,,
,230,OVERWRITE,,,,
,231,[Seals of the Spirits] Carnak the Scholar,,,,
,232,[Duskshadow Gloves] Anurn,,,,
,233,[Duskshadow Shoes] Resu,,,,
,234,[Duskshadow Cowl] Lubra,,,,
,235,[Duskshadow Leggings] Mori,,,,
,236,[Duskshadow Robe] Cern,,,,
,237,[Seals of the Spirits] Deschan the Sage,,,,
,238,[Darkshadow Gloves] Iser,,,,
,239,[Darkshadow Boots] Nexa,,,,
,240,[Darkshadow Hood] Rotna,,,,
,241,[Duskshadow Breeches] Umbaal,,,,
,242,[Duskshadow Cuirass] Firin,,,,
,243,[Seals of the Spirits] Lod the Mystic,,,,
,244,[Spiritshadow Gauntlets] Fermo,,,,
,245,[Spiritshadow Boots] Tuida,,,,
,246,[Spiritshadow Helm] Salin,,,,
,247,[Spiritshadow Greaves] Alag,,,,
,248,[Spiritshadow Breastplate] Lanash,,,,
,249,[Female Fashion Trader] Orla the Witch,,,,
,250,[Wraith Charm Trader] The Wanderer,,,,
,251,Drummond the Quartermaster,,,,
,252,Hamish the Miller,,,,
,253,Baird the Baker,,,,
,254,[Dragon Hands NPC] Brother Darktalon,,,,
,255,[Dragon Feet NPC] Brother Bloodclaw,,,,
,256,[Dragon Helm NPC] Brother Farscale,,,,
,257,[Dragon Legs NPC] Brother Spikewing,,,,
,258,[Dragon Torso NPC] Brother Stormhide,,,,
,259,[Dragon Weapon NPC] Brother Warpflame,,,,
,260,[Dragon Offhand NPC] Archon Drachus,,,,
,261,Overseer Greig,,,,
,262,Cormack the Miner,,,,
,263,Sergeant Fyfe,,,,
,264,Shieldbearer Seara,,,,
,265,Shieldbearer Caolan,,,,
,266,Chieftain Diarmuid,,,,
,267,OVERWRITE,,,,
,268,Mailbox,,,,
,269,OVERWRITE,,,,
,270,Ellig Strongarm,,,,
,271,Aldwin the Steward,,,,
,272,Treva the Explorer,,,,
,273,Logpile,,,,
,274,Grain Sack,,,,
,275,Crate,,,,
,276,Dusty Box,,,,
,277,Table,,,,
,278,Ledger,,,,
,279,Ledger,,,,
,280,Ledger,,,,
,281,Dark Pool,,,,
,282,Gilvaig the Foreman,,,,
,283,Tyren the Scholar,,,,
,284,Sick Miner 1,,,,
,285,Sick Miner 2,,,,
,286,Sick Miner 3,,,,
,287,[Luxury Item Trader] Lord Ealdwin,,,,
,288,Varthon the Smith,,,,
,289,[Cloud Spirits] Skorvan Skycaller,,,,
,290,Rudi the Yuleboar,,,,
,291,Skorvan's Cloud,,,,
,292,Yuleboar,,,,
,293,Cadha the Prospector,,,,
,294,Ambros the Healer,,,,
,295,Barron the Miner,,,,
,296,Leina the Cook,,,,
,297,Snappy,,,,
,298,Snappy,,,,
,299,Miner,,,,
,300,Miner,,,,
,301,Miner,,,,
,302,Miner,,,,
,303,Miner,,,,
,304,Miner,,,,
,305,Worker,,,,
,306,Miner,,,,
,307,Afton the Miner,,,,
,308,Miner,,,,
,309,Miner,,,,
,310,Miner,,,,
,311,Miner,,,,
,312,Miner,,,,
,313,Miner,,,,
,314,Miner,,,,
,315,Miner,,,,
,316,Worker,,,,
,317,Miner,,,,
,318,Miner,,,,
,319,Miner,,,,
,320,Mochan the Miner,,,,
,321,Miner,,,,
,322,Miner,,,,
,323,Guard,,,,
,324,Mercenary Quest Giver,,,,
,325,Miner Quest Giver,,,,
,326,Carrowmore Statue 1,,,,
,327,Carrowmore Statue 2,,,,
,328,Carrowmore Statue 3,,,,
,329,Fiacha the Bard,,,,
,330,Odran the Pirate,,,,
,331,Payl the Guard,,,,
,332,Gowan the Smith,,,,
,333,Clansman Coyle,,,,
,334,Clansman Eochan,,,,
,335,Fianna Clansman,,,,
,336,Fianna Clansman,,,,
,337,Fianna Clansman,,,,
,338,Fianna Clansman,,,,
,339,Fianna Clansman,,,,
,340,Fianna Clansman,,,,
,341,Pit Pony,,,,
,342,Jowan Steelhand,,,,
,343,[Beta Vendor]Admin,,,,
,344,[Pirate Fashion]Ervin the Sailor,,,,
,345,Jory the Smuggler,,,,
,346,Ryol the Smuggler,,,,
,347,Boone the Smuggler,,,,
,348,Grubbs the Hermit,,,,
,349,Finlow the Smuggler,,,,
,350,Aldington Guard,,,,
,351,[Bone Item Merchant] Arald the Raider,,,,
,352,Elara the Armourer,,,,
,353,[Bone Item Merchant] Innes the Raider,,,,
,354,Dirk the Smuggler,,,,
,355,[Luxury Item Trader] Cabry the Squire,,,,
,356,Fianna Raider,,,,
,357,Fianna Raider,,,,
,358,Fianna Raider,,,,
,359,Fianna Raider,,,,
,361,[Lockpick Merchant] Aedhan the Locksmith,,,,
,362,Horse,,,,
,363,Lowland Black,,,,
,364,Shire Horse,,,,
,366,White Saddler,,,,
,367,Shetland Pony,,,,
,368,Tabitha the Scholar,,,,
,369,Aedan,,,,
,370,Statue of Morrigan,,,,
,371,Corran the Miner,,,,
,372,[Dragonstaff Merchant] Samrad the Wizard,,,,
,373,[Sunlit Fashion Merchant] Edana the Tailor,,,,
,374,[Sunlit Fashion Merchant] Conway the Tailor,,,,
,375,Creggar the Druid,,,,
,376,Summer Bonfire,,,,
,377,[Wig Merchant] Roy the Wig Seller,,,,
,378,Talwen the Weaver,,,,
,379,Hamish the Hatter,,,,
,380,Bounty Board DNU,,,,
,381,Peyton the Paymaster,,,,
,382,[Treasure Hunter Trainer] Branwal the Bard,,,,
,383,Dancing Citizen,,,,
,384,Keeley the Bard,,,,
,385,MacLir Swordsman,,,,
,386,MacLir Bowman,,,,
,387,MacLir Maceman,,,,
,388,MacLir Guard,,,,
,389,Slurgrim the Acolyte,,,,
,390,Olrom the Apprentice,,,,
,391,[Stag Masks] The Huntsman,,,,
,392,Token Trader,,,,
,393,Bounty Board,,,,
,394,CT [Item Trader] Aislin the Merchant,,,,
,395,CT Broon the Mage,,,,
,396,CT [Item Trader] Roarke the Blacksmith,,,,
,397,Grace Drummond,,,,
,398,[Luxury Item Trader] Riona MacDougall,,,,
,399,[Luxury Item Trader] Fraser MacTavish,,,,
,400,[Luxury Item Trader] Seonaid Ashcroft,,,,
,401,[Culinarian's Guild] Gideon Ramsford,,,,
,801,Eryn the Lighthouse Keeper,,,,
,802,Captain Ross,,,,
,803,Sergeant Arnhuin,,,,
,804,Brennan the Mighty,,,,
,805,[Yule Trader] Braith the Explorer,,,,
,806,[Yule Crafter] Ulfhildr the Artisan,,,,
,807,[Yule Hunter] Sergeant Cairn,,,,
,808,[Yule Helper] Iona,,,,
,850,Andra the Scout,,,,
,851,Eamon the Herder,,,,
,852,Maclir Guard,,,,
,853,Maclir Guard,,,,
,854,Ardal Mathanach,,,,
,855,Dervla Mathanach,,,,
,856,Conall MacCroin,,,,
,857,Elwen the Scholar,,,,
,858,MacCroin Clansman,,,,
,859,MacCroin Clanswoman,,,,
,860,[Luxury Item Trader] Rowan of Ardmair,,,,
,861,Pedrek the Druid,,,,
,862,Statue of Danu,,,,
,863,Innes MacCroin,,,,
,864,Injured Refugee,,,,
,865,Injured Refugee,,,,
,866,Injured Refugee,,,,
,867,Injured Refugee,,,,
,868,MacCroin Refugee,,,,
,869,Kerry the Refugee,,,,
,870,Kiara the Diviner,,,,
,871,Fianna Captive 1,,,,
,872,Fianna Captive 2,,,,
,873,Fianna Captive 3,,,,
,874,[Luxury Mount Trader]Cornel of the Karpati,,,,
,875,[Luxury Item Trader] Miruna of the Karpati,,,,
,876,[Luxury Item Trader] Ansgar of Glenmor,,,,
,877,[Luxury Mount Trader] Dolina of Glenmor,,,,
,878,[Luxury Item Trader] Gayle the Hunter,,,,
,879,[Luxury Mount Trader] Raghnall the Hunter,,,,
,880,[Spellwrought Merchant] Belakor the Wizard,,,,
,881,[Thaumaturgic Merchant] Khazool the Sorceress,,,,
,882,[Luxury Item Trader] Quartermaster Lief,,,,
,883,[Luxury Item Trader] Quartermaster Dorian,,,,
,884,[Luxury Item Trader] Sage Caradoc,,,,
,885,[Luxury Mount Trader] Sage Galena,,,,
,886,[Town Crier] Finna the Loud,,,,
,887,[Town Crier] Fergal the Noisy,,,,
,888,[Luxury Mount Trader] Telor Stewart,,,,
,889,[Luxury Mount Trader] Rorak Falstaff,,,,
,890,[Luxury Trader] Donnan Cranfyre,,,,
,891,[Luxury Trader] Brietta Icesheen,,,,
,892,[Luxury Trader] Kristen Greenleaf,,,,
,893,Token Vendor Test,,,,
,894,[Luxury Trader] Niall the Hunter,,,,
,895,[Luxury Trader] Aislin the Hunter,,,,
,896,[Luxury Trader] Caitlin the Hunter,,,,
,897,[Pet Shop] Sedric the Pet Vendor,,,,
,898,[Pet Breeder] Elva the Pet Breeder,,,,
,899,[Pet Ability Trainer] Druid Robena,,,,
,900,Mr Dog Food,,,,
,901,[Bounty Vendor] Leigh the Sturdy,,,,
,902,Eagle-Eyed Edmund,,,,
,903,[Master Fisherman] James Sandford,,,,
,904,[Master Fisherman] Thom Gifford,,,,
,905,[Master Fisherman] Morcan Lerner,,,,
,906,[Master Fisherman] Baird Macklyn,,,,
,907,[Master Fisherman] Sennod De'Hind,,,,
,908,[Master Fisherman] Irven Varney,,,,
,909,[Master Fisherman] Altan Hayes,,,,
,910,[Master Fisherman] Emrys Morvrn,,,,
,911,Spice Merchant,,,,
,912,[Fishing Trainer] Cilean Asgair,,,,
,913,Bank Guard,,,,
,914,Oskar Clawscar,,,,
,915,Grizzly McAdams,,,,
,916,[Pet Exchange] Delwen the Pet Vendor,,,,
,917,[Time-Lost Luxury Trader] Vaultkeeper Renauld,,,,
,918,[Pearl Trader] Ron Pearlman,,,,
,919,Lana the Angler,,,,
,920,[Mount Vendor] Remus the Mount Vendor,,,,
,921,[Barbershop] Mairtin Hynd,,,,
,922,TEST COOKING NPC,,,,
,923,Oven,,,,
,924,[Grocery Shop] Ian Cresse,,,,
,925,[Farm Goods] Erin Wyse,,,,
,926,[Import Goods] Kiandra Morven,,,,
,927,[Recipe Trader] Delia Dermont,,,,
,928,[Extract Vendor] Beatrix the Concoctor,,,,
,929,[Lichborne] Quartermaster Razzah,,,,
,930,[Reaver] Quartermaster Rigvald,,,,
,931,[Armour Merchant] Craicte Caora,,,,
,1000,AA Generic Human Male,,,,
,1001,AA Generic Human Female,,,,
,1002,CT Brennan the Sturdy,,,,
,1003,CT Eryn the Lighthouse Keeper,,,,
,1004,CT Beacon Strongsword,,,,
,1005,CT Beacon Archer,,,,
,1006,CT Beacon Axeguard,,,,
,1007,CT Beacon Guard,,,,
,1008,CT Eamon the Herder,,,,
,1009,CT Andra the Scout,,,,
,1010,CT Injured Guard,,,,
,1011,CT Lilas the Healer,,,,
,1012,CT Captain Ross,,,,
,1013,CT Durell the Guard,,,,
,1014,CT Sergeant Arnhuin,,,,
,1015,CT Jill the Herder,,,,
,1016,CT Gildan the Healer,,,,
,1017,CT [Town Crier] Finna the Loud,,,,
,1018,CT Farmer Moffatt,,,,
,1019,CT Gwen the Gossip,,,,
,1020,CT Hamish the Miller,,,,
,1021,Mirain the Astral,,,,
,1022,CT Megan the Ranger,,,,
,1023,CT Rowena the Druid,,,,
,1024,CT Guthrie the Herbalist,,,,
,1025,CT Caryn the Cook,,,,
,1026,CT Eustace the Scout,,,,
,1027,CT Taliesin the Bard,,,,
,1028,CT Alwyn the Druid,,,,
,1029,CT Rafferty the Romantic,,,,
,1030,CT Ranger McKay,,,,
,1031,CT Corporal Gudgeon,,,,
,1032,CT Beathan the Druid,,,,
,1033,CT Bronwen the Druid,,,,
,1034,CT Declan the Druid,,,,
,1035,CT Sergeant Grumpshot,,,,
,1036,CT Faolan MacLir,,,,
,1037,CT Katherine Dunmore,,,,
,1038,CT Torbin the Sailor,,,,
,1039,CT Oisin the Warden,,,,
,1040,CT Brixos the Warden,,,,
,1041,CT Rhallai the Warden,,,,
,1042,CT Vinda the Warden,,,,
,1043,CT Eanan the Warden,,,,
,1044,CT Griga the Warden,,,,
,1045,CT Gate Captain Grun,,,,
,1046,CT Leland the Druid,,,,
,1047,CT Abernethy the Archer,,,,
,1048,CT Blair the Archer,,,,
,1049,CT Bowen the Horsemaster,,,,
,1050,CT Piranus the Mad,,,,
,1051,CT [Novelty Trainer] Fuggles the Jester,,,,
,1052,CT Bogan the Ragged,,,,
,1053,CT Cori the Rogue,,,,
,1054,CT Molly the Rogue,,,,
,1055,CT Frang the Rogue,,,,
,1056,CT Drummond the Quartermaster,,,,
,1057,CT Aldwin the Steward,,,,
,1058,CT [Wig Vendor] Roy the Wig Seller,,,,
,1059,CT [Sunlit Fashion Vendor] Conway the Tailor,,,,
,1060,CT [Sunlit Fashion Vendor] Edana the Tailor,,,,
,1061,CT Deira the Cobbler,,,,
,1062,CT Sandy the Tailor,,,,
,1063,CT Muriel the Tailor,,,,
,1064,CT [Female Fashion Trader] Orla the Witch,,,,
,1065,CT [Skill Merchant] Knavelaw the Rogue,,,,
,1066,CT [Spell Book Merchant] Evonne the Mage,,,,
,1067,CT [Skill Merchant] Cathal the Ranger,,,,
,1068,CT [Spell Book Merchant] Aspen the Druid,,,,
,1069,CT [Skill Merchant] Glamora the Warrior,,,,
,1070,CT Vika the Skilled,,,,
,1071,CT Broc the Warrior,,,,
,1072,CT Segorax the Gladiator,,,,
,1073,CT Altus the Warrior,,,,
,1074,CT Nairn the Guard,,,,
,1075,CT [Axe Trainer] Ragnar the Axemaster,,,,
,1076,CT [Hand to Hand Trainer] Stony Morgan,,,,
,1077,CT [Blunt Trainer] Harry Hammers,,,,
,1078,CT Sandow the Strong,,,,
,1079,CT Eavan the Druid,,,,
,1080,CT Segna the Scholar,,,,
,1081,CT Griss the Ranger,,,,
,1082,CT Orlak the Mage,,,,
,1083,CT Emilia the Mage,,,,
,1084,CT Knox the Mage,,,,
,1085,CT [Item Trader] Angus MacLir,,,,
,1086,CT [Item Trader] Fergus the Blacksmith,,,,
,1087,CT Adyna the Mage,,,,
,1088,CT [Banker] Baldwin the Banker,,,,
,1089,CT Brady the Guard,,,,
,1090,CT Lord MacLir,,,,
,1091,CT Varney the Guard,,,,
,1092,CT Godfrey the Warrior,,,,
,1093,CT Finnigan the Ranger,,,,
,1094,CT Blaze the Duellist,,,,
,1095,CT [Luxury Item Trader] Quigley the Merchant,,,,
,1096,CT Galway the Sage,,,,
,1097,CT Tyric the Druid,,,,
,1098,CT Sweyn the Messenger,,,,
,1099,Ula Thistlethorn,,,,
,2000,Arbiter Kester,,,,
,5000,[Luxury Item Trader] Eldon the Merchant,,,,
,5001,[Luxury Item Trader] Spinnet the Merchant,,,,
,9999,Arch-Disciple Malurna,,,,
,10000,Tame Village Dog,,,,
,10001,Friendly Puppy,,,,
,10002,Scruffy the Guide Dog,,,,
,10003,Tame Castle Dog,,,,
,10005,Egbert the Florist,,,,
,10006,Training Dummy,,,,
,10007,Training Dummy,,,,
,10008,Pig,,,,
,10009,Sheep,,,,
,10010,Resistance Param Test,,,,
,10011,OVERWRITE,,,,
,10012,Test Varanus,,,,
,10013,Test Varanus Striped,,,,
,10014,Test Skeleton Two Regular Clean,,,,
,10015,Test Skeleton Two Regular Dirty,,,,
,10016,Test Skeleton Two Infantry Dagger Shield,,,,
,10017,Test Skeleton Two Warrior Axe,,,,
,10018,Test Skeleton Two Champion Spear Shield,,,,
,10019,Test Skeleton Two King Sword,,,,
,10020,Test Necromancer Vindicator,,,,
,10021,Test Necromancer Slave,,,,
,10022,Test Zombie Champion Sword 1h,,,,
,10023,Test Zombie Champion Sword 2h,,,,
,10024,Test Zombie Executioner Axe,,,,
,10025,Test Zombie Executioner Sword 1h,,,,
,10026,Test Zombie Executioner Sword 2h,,,,
,10027,Test Zombie Regular,,,,
,10028,Test Zombie Executioner Alt,,,,
,10029,Test Brown Bear,,,,
,10030,Test Black Bear,,,,
,10031,Test Troglodyte Basic,,,,
,10032,Test Troglodyte Warrior,,,,
,10033,Test Smuggler,,,,
,10034,Test Troglodyte Chieftain,,,,
,10035,Test Troglodyte Priest,,,,
,10036,Test Troglodyte Hunter,,,,
,10037,Test Troglodyte Shaman,,,,
,10038,Test Troglodyte King,,,,
,10039,Fianna Training Dummy,,,,
,10040,Castle Dog,,,,
,10041,Unbreakable Training Dummy,,,,
,13851,CT Nolan the Mage,,,,
,13882,Inferno Render,,,,
,50013,Pathetic Wolf,,,,
,70000,Direhound,,,,
,70002,Beastwalker,,,,
,70003,Scrawny Coast Wolf,,,,
,70004,Scrawny Grey Wolf,,,,
,70005,Redmane Wolf,,,,
,70006,Crookback Runt,,,,
,70007,Crookback Guardling,,,,
,70008,Crookback Basher,,,,
,70009,Flintblade Recruit,,,,
,70010,Flintblade Lootguard,,,,
,70011,Harry Flint,,,,
,70015,Skullcrusher Scout,,,,
,70016,Skullcrusher Vanguard,,,,
,70017,Skullcrusher Leidang,,,,
,70018,Skullcrusher Leidang,,,,
,70019,Hagvar the Hairy,,,,
,70020,Alpha Snarl,,,,
,70021,Beastmaster,,,,
,70022,Jotun Warbringer,,,,
,70023,Grimbreath the Plunderer,,,,
,70024,Crookback Burrower,,,,
,70025,Grave Robber Recruit,,,,
,70026,Grave Robber Lookout,,,,
,70027,Flintblade Recruit,,,,
,70028,Highwayman,,,,
,70029,Scavenging Dog,,,,
,70030,Overlook Outlaw Recruit,,,,
,70031,Overlook Outlaw Brute,,,,
,70032,Overlook Outlaw Recruit,,,,
,70033,Flintblade Recruit,,,,
,70034,Highwayman,,,,
,70036,Crookback Burrowguard,,,,
,70037,King Grotspew Crookback,,,,
,70038,Rotbelch the Chef,,,,
,70039,Gristlecrunch the Shaman,,,,
,70040,Crookback Glutton,,,,
,70041,Crookback Digger,,,,
,70042,Crookback Scabguard,,,,
,70043,Crookback Mauler,,,,
,70044,Crookback Basher,,,,
,70045,Crookback Sentry,,,,
,70046,Crookback Glutton,,,,
,70047,Crookback Porter,,,,
,70048,Crookback Basher,,,,
,70049,Lockjaw the Jailer,,,,
,70050,Acolyte of Donn,,,,
,70051,Crookback Runt,,,,
,70052,Scrawny Coast Wolf,,,,
,70053,Scrawny Grey Wolf,,,,
,70055,Disciple Ducarius,,,,
,70056,Cultist of Donn,,,,
,70057,Rotting Acolyte,,,,
,70058,Penitent of Donn,,,,
,70059,Penitent of Donn,,,,
,70060,Zealot of Donn,,,,
,70061,Tombguard,,,,
,70062,Tombfiend,,,,
,70063,Cryptguard,,,,
,70064,Bound Cadaver,,,,
,70065,Bound Cadaver,,,,
,70066,Withered Fiend,,,,
,70067,Withered Fiend,,,,
,70068,Sire of Decay,,,,
,70069,Boneclaw,,,,
,70070,Boneclaw OVERWRITE,,,,
,70071,Boneblade,,,,
,70072,Boneblade,,,,
,70073,Deathstalker,,,,
,70074,Shadowslave,,,,
,70075,Shadowslave,,,,
,70076,Shadowslave,,,,
,70077,Bound Corpse,,,,
,70078,Disciple Kiara,,,,
,70079,Avatar of Donn,,,,
,70080,Knights Guard,,,,
,70081,Bishops Guard,,,,
,70082,Rooks Guard,,,,
,70083,Kings Guard,,,,
,70084,Boneclaw OVERWRITE,,,,
,70085,Queens Guard,,,,
,70087,Jotun Thrall,,,,
,70088,Crookback Cruncher,,,,
,70089,Crookback Cook,,,,
,70090,Crookback Guardling,,,,
,70091,Crookback Scrounger,,,,
,70092,Crookback Forager,,,,
,70093,Crookback Gatherer,,,,
,70094,Crookback Scratcher,,,,
,70095,Crookback Scratcher,,,,
,70096,Crookback Scratcher,,,,
,70097,Crookback Biter,,,,
,70098,Crookback Biter,,,,
,70099,Crookback Brawler,,,,
,70100,Crookback Thumper,,,,
,70101,Crookback Thumper,,,,
,70102,Crookback Striker,,,,
,70103,Crookback Scabguard OVERWRITE,,,,
,70104,Crookback Burrowguard OVERWRITE,,,,
,70105,Crookback Burrowguard OVERWRITE,,,,
,70106,Crookback Throneguard,,,,
,70107,Scrawny Coast Wolf,,,,
,70108,Coast Wolf,,,,
,70109,Coast Wolf,,,,
,70110,Coast Prowler,,,,
,70111,Crookback Court Lackey,,,,
,70112,Crookback Royal Henchman,,,,
