TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,214,Heroic Elixir of Armour,,ไอเทม,,
,215,Heroic Combination Elixir,,ไอเทม,,
,216,Heroic Combination Elixir,,ไอเทม,,
,217,Bounty Pledge,,ไอเทม,,
,218,Heroes Starter Kit,,ไอเทม,,
,219,Deluxe Heroes Starter Kit,,ไอเทม,,
,220,Bounty Board Token No Trade,,ไอเทม,,
,221,Elixir of Fishing Insight,,ไอเทม,,
,222,Super Elixir of Fishing Insight,,ไอเทม,,
,223,Heroic Elixir of Fishing Insight,,ไอเทม,,
,224,Potion of Concentration,,ไอเทม,,
,225,Elixir of Fishing Insight NO TRADE,,ไอเทม,,
,226,Super Elixir of Fishing Insight NO TRADE,,ไอเทม,,
,227,Heroic Elixir of Fishing Insight NO TRADE,,ไอเทม,,
,228,Super Potion of Concentration,,ไอเทม,,
,229,Potion of Concentration NO TRADE,,ไอเทม,,
,230,Super Potion of Concentration NO TRADE,,ไอเทม,,
,231,Budget Fisherman's Draught,,ไอเทม,,
,232,Novice Fisherman's Draught,,ไอเทม,,
,233,Apprentice Fisherman's Draught,,ไอเทม,,
,234,Aspirant Fisherman's Draught,,ไอเทม,,
,235,Journeyman Fisherman's Draught,,ไอเทม,,
,236,Adept Fisherman's Draught,,ไอเทม,,
,237,Expert Fisherman's Draught,,ไอเทม,,
,238,Artisan Fisherman's Draught,,ไอเทม,,
,239,Master Fisherman's Draught,,ไอเทม,,
,240,Grandmaster Fisherman's Draught,,ไอเทม,,
,241,Test Fishing Regen,,ไอเทม,,
,1001,Pummel' Training Manual,,ไอเทม,,
,1002,Protective Stance' Training Manual,,ไอเทม,,
,1003,Recuperate' Training Manual,,ไอเทม,,
,1004,Bandage Wounds' Training Manual,,ไอเทม,,
,1005,Natures Touch' Spell Tome,,ไอเทม,,
,1008,Strangling Vines' Spell Tome,,ไอเทม,,
,1009,Grasping Roots' Spell Tome,,ไอเทม,,
,1010,Howling Wind' Spell Tome,,ไอเทม,,
,1011,Fire Bolt' Spell Tome,,ไอเทม,,
,1012,Cloak of Fire' Spell Tome,,ไอเทม,,
,1013,Sharp Shot' Training Manual,,ไอเทม,,
,1014,Steady Aim' Training Manual,,ไอเทม,,
,1015,Bolas' Training Manual,,ไอเทม,,
,1016,Sneaky Attack' Training Manual,,ไอเทม,,
,1017,Hide' Training Manual,,ไอเทม,,
,1018,Rend' Training Manual,,ไอเทม,,
,1032,Calm' Spell Tome,,ไอเทม,,
,1033,Taunt' Training Manual,,ไอเทม,,
,1034,Distract' Training Manual,,ไอเทม,,
,1036,Shield of Bark' Spell Tome,,ไอเทม,,
,1037,Natures Embrace' Spell Tome,,ไอเทม,,
,1038,Lightning Strike' Spell Tome,,ไอเทม,,
,1039,Abundance' Spell Tome,,ไอเทม,,
,1040,Lure of Fire' Spell Tome,,ไอเทม,,
,1041,Lure of Ice' Spell Tome,,ไอเทม,,
,1042,Ice Shards' Spell Tome,,ไอเทม,,
,1043,Energy Shield' Spell Tome,,ไอเทม,,
,1044,Energy Well' Spell Tome,,ไอเทม,,
,1045,Frenzy' Training Manual,,ไอเทม,,
,1046,Shield Bash' Training Manual,,ไอเทม,,
,1047,Giant Swing' Training Manual,,ไอเทม,,
,1048,Fast Reflexes' Training Manual,,ไอเทม,,
,1049,Poison Weapon' Training Manual,,ไอเทม,,
,1050,Camouflage' Training Manual,,ไอเทม,,
,1051,Rapid Shot' Training Manual,,ไอเทม,,
,1052,Barbed Shot' Training Manual,,ไอเทม,,
,1053,Quick Strike' Training Manual,,ไอเทม,,
,1054,Meditate' Training Manual,,ไอเทม,,
,1055,Light Heal' Training Manual,,ไอเทม,,
,1056,Energy Boost' Spell Tome,,ไอเทม,,
,1057,Pummel' Training Manual,,ไอเทม,,
,1058,Protective Stance' Training Manual,,ไอเทม,,
,1059,Recuperate' Training Manual,,ไอเทม,,
,1060,Bandage Wounds' Training Manual,,ไอเทม,,
,1061,Natures Touch' Spell Tome,,ไอเทม,,
,1062,Strangling Vines' Spell Tome,,ไอเทม,,
,1063,Grasping Roots' Spell Tome,,ไอเทม,,
,1064,Fire Bolt' Spell Tome,,ไอเทม,,
,1065,Cloak of Fire' Spell Tome,,ไอเทม,,
,1066,Sharp Shot' Training Manual,,ไอเทม,,
,1067,Bolas' Training Manual,,ไอเทม,,
,1068,Sneaky Attack' Training Manual,,ไอเทม,,
,1069,Hide' Training Manual,,ไอเทม,,
,1070,Rend' Training Manual,,ไอเทม,,
,1071,Taunt' Training Manual,,ไอเทม,,
,1072,Shield of Bark' Spell Tome,,ไอเทม,,
,1073,Lightning Strike' Spell Tome,,ไอเทม,,
,1074,Lure of Fire' Spell Tome,,ไอเทม,,
,1075,Ice Shards' Spell Tome,,ไอเทม,,
,1076,Frenzy' Training Manual,,ไอเทม,,
,1077,Giant Swing' Training Manual,,ไอเทม,,
,1078,Fast Reflexes' Training Manual,,ไอเทม,,
,1079,Poison Weapon' Training Manual,,ไอเทม,,
,1080,Rapid Shot' Training Manual,,ไอเทม,,
,1081,Barbed Shot' Training Manual,,ไอเทม,,
,1082,Quick Strike' Training Manual,,ไอเทม,,
,1083,Meditate' Training Manual,,ไอเทม,,
,1084,Light Heal' Training Manual,,ไอเทม,,
,1085,Energy Boost' Spell Tome,,ไอเทม,,
,1086,Natural Divination' Training Manual,,ไอเทม,,
,10000,Tempered Small Sword,,ไอเทม,,
,10001,Finepoint Dagger,,ไอเทม,,
,10002,Forest Bow,,ไอเทม,,
,10003,Ritual Staff,,ไอเทม,,
,10004,Sprite Wand,,ไอเทม,,
,10005,Training Buckler,,ไอเทม,,
,10006,Adventurer's Boots,,ไอเทม,,
,10007,Burnished Greaves,,ไอเทม,,
,10008,Wilderness Legguards,,ไอเทม,,
,10009,Umbrose Breeches,,ไอเทม,,
,10010,Woodland Leggings,,ไอเทม,,
,10011,Arcane Skirt,,ไอเทม,,
,10012,Burnished Breastplate,,ไอเทม,,
,10013,Wilderness Cuirass,,ไอเทม,,
,10014,Umbrose Jerkin,,ไอเทม,,
,10015,Woodland Robe,,ไอเทม,,
,10016,Arcane Gown,,ไอเทม,,
,10017,Shoreline Sword,,ไอเทม,,
,10018,Shoreline Dagger,,ไอเทม,,
,10019,Shoreline Bow,,ไอเทม,,
,10020,Shoreline Staff,,ไอเทม,,
,10021,Shoreline Wand,,ไอเทม,,
,10022,Dauntless Gauntlets,,ไอเทม,,
,10023,Crestseeker Vambraces,,ไอเทม,,
,10024,Dusklight Handwraps,,ไอเทม,,
,10025,Meadowsun Gloves,,ไอเทม,,
,10026,Spellbound Gloves,,ไอเทม,,
,10027,Dauntless Boots,,ไอเทม,,
,10028,Crestseeker Treads,,ไอเทม,,
,10029,Dusklight Footguards,,ไอเทม,,
,10030,Meadowsun Sandals,,ไอเทม,,
,10031,Spellbound Shoes,,ไอเทม,,
,10032,Dauntless Helm,,ไอเทม,,
,10033,Crestseeker Hood,,ไอเทม,,
,10034,Dusklight Cowl,,ไอเทม,,
,10035,Meadowsun Mantle,,ไอเทม,,
,10036,Spellbound Circlet,,ไอเทม,,
,10037,Dauntless Greaves,,ไอเทม,,
,10038,Crestseeker Legguards,,ไอเทม,,
,10039,Dusklight Breeches,,ไอเทม,,
,10040,Minor Health Potion,,ไอเทม,,
,10041,Meadowsun Leggings,,ไอเทม,,
,10042,Spellbound Skirt,,ไอเทม,,
,10043,Dauntless Breastplate,,ไอเทม,,
,10044,Crestseeker Cuirass,,ไอเทม,,
,10045,Dusklight Jerkin,,ไอเทม,,
,10046,Meadowsun Robe,,ไอเทม,,
,10047,Club,,ไอเทม,,
,10048,Hatchet,,ไอเทม,,
,10049,Small Sword,,ไอเทม,,
,10050,Knife,,ไอเทม,,
,10051,Shortbow,,ไอเทม,,
,10052,Short Staff,,ไอเทม,,
,10053,Wand,,ไอเทม,,
,10054,Buckler,,ไอเทม,,
,10055,Splint Gauntlets,,ไอเทม,,
,10056,Sheepskin Gloves,,ไอเทม,,
,10057,Wool Gloves,,ไอเทม,,
,10058,Splint Boots,,ไอเทม,,
,10059,Sheepskin Boots,,ไอเทม,,
,10060,Wool Shoes,,ไอเทม,,
,10061,Splint Helm,,ไอเทม,,
,10062,Sheepskin Helm,,ไอเทม,,
,10063,Wool Hat,,ไอเทม,,
,10064,Splint Greaves,,ไอเทม,,
,10065,Sheepskin Greaves,,ไอเทม,,
,10066,Wool Breeches,,ไอเทม,,
,10067,Splint Breastplate,,ไอเทม,,
,10068,Sheepskin Cuirass,,ไอเทม,,
,10069,Wool Shirt,,ไอเทม,,
,10070,Robust Club,,ไอเทม,,
,10071,Fierce Hatchet,,ไอเทม,,
,10072,Steady Small Sword,,ไอเทม,,
,10073,Sharp Knife,,ไอเทม,,
,10074,Sturdy Shortbow,,ไอเทม,,
,10075,Stout Short Staff,,ไอเทม,,
,10076,Elegant Wand,,ไอเทม,,
,10077,Banded Buckler,,ไอเทม,,
,10078,Hammered Splint Gauntlets,,ไอเทม,,
,10079,Tanned Sheepskin Gloves,,ไอเทม,,
,10080,Woven Wool Gloves,,ไอเทม,,
,10081,Hammered Splint Boots,,ไอเทม,,
,10082,Tanned Sheepskin Boots,,ไอเทม,,
,10083,Woven Wool Shoes,,ไอเทม,,
,10084,Hammered Splint Helm,,ไอเทม,,
,10085,Tanned Sheepskin Helm,,ไอเทม,,
,10086,Woven Wool Hat,,ไอเทม,,
,10087,Hammered Splint Greaves,,ไอเทม,,
,10088,Tanned Sheepskin Greaves,,ไอเทม,,
,10089,Woven Wool Breeches,,ไอเทม,,
,10090,Hammered Splint Breastplate,,ไอเทม,,
,10091,Tanned Sheepskin Cuirass,,ไอเทม,,
,10092,Woven Wool Shirt,,ไอเทม,,
,10093,Brutal Club,,ไอเทม,,
,10094,Savage Hatchet,,ไอเทม,,
,10095,Balanced Small Sword,,ไอเทม,,
,10096,Cruel Knife,,ไอเทม,,
,10097,Crafted Shortbow,,ไอเทม,,
,10098,Solid Short Staff,,ไอเทม,,
,10099,Splendid Wand,,ไอเทม,,
,10100,Reinforced Buckler,,ไอเทม,,
,10101,Embossed Splint Gauntlets,,ไอเทม,,
,10102,Cured Sheepskin Gloves,,ไอเทม,,
,10103,Tailored Wool Gloves,,ไอเทม,,
,10104,Embossed Splint Boots,,ไอเทม,,
,10105,Cured Sheepskin Boots,,ไอเทม,,
,10106,Tailored Wool Shoes,,ไอเทม,,
,10107,Embossed Splint Helm,,ไอเทม,,
,10108,Cured Sheepskin Helm,,ไอเทม,,
,10109,Tailored Wool Hat,,ไอเทม,,
,10110,Embossed Splint Greaves,,ไอเทม,,
,10111,Cured Sheepskin Greaves,,ไอเทม,,
,10112,Tailored Wool Breeches,,ไอเทม,,
,10113,Embossed Splint Breastplate,,ไอเทม,,
,10114,Cured Sheepskin Cuirass,,ไอเทม,,
,10115,Tailored Wool Shirt,,ไอเทม,,
,10116,Cudgel,,ไอเทม,,
,10117,Handaxe,,ไอเทม,,
,10118,Short Sword,,ไอเทม,,
,10119,Dagger,,ไอเทม,,
,10120,Longbow,,ไอเทม,,
,10121,Walking Staff,,ไอเทม,,
,10122,Baton,,ไอเทม,,
,10123,Targe,,ไอเทม,,
,10124,Chain Gauntlets,,ไอเทม,,
,10125,Leather Gloves,,ไอเทม,,
,10126,Cloth Gloves,,ไอเทม,,
,10127,Chain Boots,,ไอเทม,,
,10128,Leather Boots,,ไอเทม,,
,10129,Cloth Shoes,,ไอเทม,,
,10130,Chain Helm,,ไอเทม,,
,10131,Leather Helm,,ไอเทม,,
,10132,Cloth Hat,,ไอเทม,,
,10133,Chain Greaves,,ไอเทม,,
,10134,Leather Greaves,,ไอเทม,,
,10135,Cloth Breeches,,ไอเทม,,
,10136,Chain Breastplate,,ไอเทม,,
,10137,Leather Cuirass,,ไอเทม,,
,10138,Cloth Shirt,,ไอเทม,,
,10139,Robust Cudgel,,ไอเทม,,
,10140,Fierce Handaxe,,ไอเทม,,
,10141,Steady Short Sword,,ไอเทม,,
,10142,Sharp Dagger,,ไอเทม,,
,10143,Sturdy Longbow,,ไอเทม,,
,10144,Stout Walking Staff,,ไอเทม,,
,10145,Elegant Baton,,ไอเทม,,
,10146,Banded Targe,,ไอเทม,,
,10147,Hammered Chain Gauntlets,,ไอเทม,,
,10148,Tanned Leather Gloves,,ไอเทม,,
,10149,Woven Cloth Gloves,,ไอเทม,,
,10150,Hammered Chain Boots,,ไอเทม,,
,10151,Tanned Leather Boots,,ไอเทม,,
,10152,Woven Cloth Shoes,,ไอเทม,,
,10153,Hammered Chain Helm,,ไอเทม,,
,10154,Tanned Leather Helm,,ไอเทม,,
,10155,Woven Cloth Hat,,ไอเทม,,
,10156,Hammered Chain Greaves,,ไอเทม,,
,10157,Tanned Leather Greaves,,ไอเทม,,
,10158,Woven Cloth Breeches,,ไอเทม,,
,10159,Hammered Chain Breastplate,,ไอเทม,,
,10160,Tanned Leather Cuirass,,ไอเทม,,
,10161,Woven Cloth Shirt,,ไอเทม,,
,10162,Brutal Cudgel,,ไอเทม,,
,10163,Savage Handaxe,,ไอเทม,,
,10164,Balanced Short Sword,,ไอเทม,,
,10165,Cruel Dagger,,ไอเทม,,
,10166,Crafted Longbow,,ไอเทม,,
,10167,Solid Walking Staff,,ไอเทม,,
,10168,Splendid Baton,,ไอเทม,,
,10169,Reinforced Targe,,ไอเทม,,
,10170,Embossed Chain Gauntlets,,ไอเทม,,
,10171,Cured Leather Gloves,,ไอเทม,,
,10172,Tailored Cloth Gloves,,ไอเทม,,
,10173,Embossed Chain Boots,,ไอเทม,,
,10174,Cured Leather Boots,,ไอเทม,,
,10175,Tailored Cloth Shoes,,ไอเทม,,
,10176,Embossed Chain Helm,,ไอเทม,,
,10177,Cured Leather Helm,,ไอเทม,,
,10178,Tailored Cloth Hat,,ไอเทม,,
,10179,Embossed Chain Greaves,,ไอเทม,,
,10180,Cured Leather Greaves,,ไอเทม,,
,10181,Tailored Cloth Breeches,,ไอเทม,,
,10182,Embossed Chain Breastplate,,ไอเทม,,
,10183,Cured Leather Cuirass,,ไอเทม,,
,10184,Tailored Cloth Shirt,,ไอเทม,,
,10185,Maul,,ไอเทม,,
,10186,Sparth Axe,,ไอเทม,,
,10187,Claymore,,ไอเทม,,
,10188,Dirk,,ไอเทม,,
,10189,Composite Bow,,ไอเทม,,
,10190,Quarter Staff,,ไอเทม,,
,10191,Rod,,ไอเทม,,
,10192,Kite Shield,,ไอเทม,,
,10193,Scale Gauntlets,,ไอเทม,,
,10194,Quilted Gloves,,ไอเทม,,
,10195,Linen Gloves,,ไอเทม,,
,10196,Scale Boots,,ไอเทม,,
,10197,Quilted Boots,,ไอเทม,,
,10198,Linen Shoes,,ไอเทม,,
,10199,Scale Helm,,ไอเทม,,
,10200,Quilted Helm,,ไอเทม,,
,10201,Linen Hat,,ไอเทม,,
,10202,Scale Greaves,,ไอเทม,,
,10203,Quilted Greaves,,ไอเทม,,
,10204,Linen Breeches,,ไอเทม,,
,10205,Scale Breastplate,,ไอเทม,,
,10206,Quilted Cuirass,,ไอเทม,,
,10207,Linen Shirt,,ไอเทม,,
,10208,Robust Maul,,ไอเทม,,
,10209,Fierce Sparth Axe,,ไอเทม,,
,10210,Steady Claymore,,ไอเทม,,
,10211,Sharp Dirk,,ไอเทม,,
,10212,Sturdy Composite Bow,,ไอเทม,,
,10213,Stout Quarter Staff,,ไอเทม,,
,10214,Elegant Rod,,ไอเทม,,
,10215,Banded Kite Shield,,ไอเทม,,
,10216,Hammered Scale Gauntlets,,ไอเทม,,
,10217,Tanned Quilted Gloves,,ไอเทม,,
,10218,Woven Linen Gloves,,ไอเทม,,
,10219,Hammered Scale Boots,,ไอเทม,,
,10220,Tanned Quilted Boots,,ไอเทม,,
,10221,Woven Linen Shoes,,ไอเทม,,
,10222,Hammered Scale Helm,,ไอเทม,,
,10223,Tanned Quilted Helm,,ไอเทม,,
,10224,Woven Linen Hat,,ไอเทม,,
,10225,Hammered Scale Greaves,,ไอเทม,,
,10226,Tanned Quilted Greaves,,ไอเทม,,
,10227,Woven Linen Breeches,,ไอเทม,,
,10228,Hammered Scale Breastplate,,ไอเทม,,
,10229,Tanned Quilted Cuirass,,ไอเทม,,
,10230,Woven Linen Shirt,,ไอเทม,,
,10231,Brutal Maul,,ไอเทม,,
,10232,Savage Sparth Axe,,ไอเทม,,
,10233,Balanced Claymore,,ไอเทม,,
,10234,Cruel Dirk,,ไอเทม,,
,10235,Crafted Composite Bow,,ไอเทม,,
,10236,Solid Quarter Staff,,ไอเทม,,
,10237,Splendid Rod,,ไอเทม,,
,10238,Reinforced Kite Shield,,ไอเทม,,
,10239,Embossed Scale Gauntlets,,ไอเทม,,
,10240,Cured Quilted Gloves,,ไอเทม,,
,10241,Tailored Linen Gloves,,ไอเทม,,
,10242,Embossed Scale Boots,,ไอเทม,,
,10243,Cured Quilted Boots,,ไอเทม,,
,10244,Tailored Linen Shoes,,ไอเทม,,
,10245,Embossed Scale Helm,,ไอเทม,,
,10246,Cured Quilted Helm,,ไอเทม,,
,10247,Tailored Linen Hat,,ไอเทม,,
,10248,Embossed Scale Greaves,,ไอเทม,,
,10249,Cured Quilted Greaves,,ไอเทม,,
,10250,Tailored Linen Breeches,,ไอเทม,,
,10251,Embossed Scale Breastplate,,ไอเทม,,
,10252,Cured Quilted Cuirass,,ไอเทม,,
,10253,Tailored Linen Shirt,,ไอเทม,,
,10254,Great Maul,,ไอเทม,,
,10255,Great Axe,,ไอเทม,,
,10256,Greatsword,,ไอเทม,,
,10257,Langsax,,ไอเทม,,
,10258,War Bow,,ไอเทม,,
,10259,Grand Staff,,ไอเทม,,
,10260,Sceptre,,ไอเทม,,
,10261,Tower Shield,,ไอเทม,,
,10262,Plate Gauntlets,,ไอเทม,,
,10263,Lamellar Gloves,,ไอเทม,,
,10264,Silk Gloves,,ไอเทม,,
,10265,Plate Boots,,ไอเทม,,
,10266,Lamellar Boots,,ไอเทม,,
,10267,Silk Shoes,,ไอเทม,,
,10268,Plate Helm,,ไอเทม,,
,10269,Lamellar Helm,,ไอเทม,,
,10270,Silk Hat,,ไอเทม,,
,10271,Plate Greaves,,ไอเทม,,
,10272,Lamellar Greaves,,ไอเทม,,
,10273,Silk Breeches,,ไอเทม,,
,10274,Plate Breastplate,,ไอเทม,,
,10275,Lamellar Cuirass,,ไอเทม,,
,10276,Silk Shirt,,ไอเทม,,
,10277,Robust Great Maul,,ไอเทม,,
,10278,Fierce Great Axe,,ไอเทม,,
,10279,Steady Greatsword,,ไอเทม,,
,10280,Sharp Langsax,,ไอเทม,,
,10281,Sturdy War Bow,,ไอเทม,,
